date_bimonth,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223
2019-05-31,,,,0.12,,,0.048,0.04,,,,,0.032,0.096,,0.008,,0.008,,0.008,,,0.032,0.032,0.04,0.024,,0.024,,,,,,0.008,,,,,,,,,,,,0.008,,,,0.016,0.008,,0.016,,,0.008,,,0.008,,0.008,,,0.008,,,0.024,,,,,,0.016,,,,,,,,,,0.008,0.24,,,,,,,,,,0.008,,,,,,0.016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008,,,,,,,,,,,,,0.008,,,,,,,,,,0.008,,,,,,,,,0.008,0.04,,,,,,,,,,,,,0.008,,,,,,0.008,,,,,,,,,,,,,,,
2019-06-15,,,,0.017543859649122806,,,0.008771929824561403,0.03508771929824561,0.008771929824561403,,,,,,0.03508771929824561,0.02631578947368421,0.017543859649122806,,,0.10526315789473684,0.008771929824561403,,,0.03508771929824561,0.07017543859649122,0.07017543859649122,,0.017543859649122806,,,,,0.008771929824561403,,,,,,,,,,,0.008771929824561403,,,,,,,,,,,,,,,,0.008771929824561403,,,0.02631578947368421,,,,0.02631578947368421,,0.043859649122807015,,,,,,,,,,,,0.008771929824561403,,0.03508771929824561,,,,,,,,,0.06140350877192982,,,,0.008771929824561403,0.008771929824561403,0.017543859649122806,0.02631578947368421,0.043859649122807015,,,0.008771929824561403,,,,,,,,,,,,,0.008771929824561403,,,,,,,0.017543859649122806,,,,,,0.008771929824561403,0.008771929824561403,,,0.017543859649122806,,,,,,,,,,,,,,0.03508771929824561,,,,,,,,,,,,,0.02631578947368421,0.008771929824561403,,,,0.008771929824561403,0.043859649122807015,,0.008771929824561403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008771929824561403,,,,,,,,,
2019-06-30,,,,0.01020408163265306,,,0.01020408163265306,0.07142857142857142,,,,,,,0.02040816326530612,0.02040816326530612,0.01020408163265306,,,0.11224489795918367,,,,0.02040816326530612,0.04081632653061224,0.030612244897959183,,0.030612244897959183,0.01020408163265306,,,,,,,,,,0.030612244897959183,,0.02040816326530612,,,,0.01020408163265306,,,,,0.02040816326530612,,,,,,,,,,,,,0.01020408163265306,,,,0.02040816326530612,,0.05102040816326531,,,,,,0.01020408163265306,,0.02040816326530612,,,,0.01020408163265306,,0.030612244897959183,,0.01020408163265306,,,,,0.01020408163265306,,0.030612244897959183,,,,,,,0.04081632653061224,0.04081632653061224,,,0.02040816326530612,,,,,,,,,,,,,,,,,,,,0.05102040816326531,,,,,,,,,,,,0.02040816326530612,,,,,,0.01020408163265306,,,,,,0.02040816326530612,,,,,,,,,,,,,0.02040816326530612,0.01020408163265306,,,,0.030612244897959183,0.04081632653061224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02040816326530612,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-15,,,0.01,0.03,,,0.01,0.04,,,0.04,,,,0.06,0.04,0.01,0.01,0.09,0.05,0.03,0.02,,0.09,0.04,,,,,,,,,,,,,,,,,,,0.01,0.03,,0.02,,,,,0.01,,,0.02,,,,0.02,,,,,,,,0.07,,,,,,0.01,,,,,,,,,0.01,,,0.01,,,,,,,,,,,,,,,0.01,,,0.04,,,,,,,,,,,,,,0.01,,,,,,,,,,,0.03,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,,,,,,,,,,,,,0.01,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,0.02,,,,,,,,,,,,,,
2019-07-31,0.030927835051546393,,0.020618556701030927,,,,0.020618556701030927,0.030927835051546393,0.010309278350515464,,0.020618556701030927,,0.010309278350515464,,0.030927835051546393,0.041237113402061855,0.010309278350515464,,0.10309278350515463,0.05154639175257732,0.041237113402061855,0.010309278350515464,,0.1134020618556701,0.041237113402061855,,,0.010309278350515464,,,,,,,,,,,,,0.010309278350515464,,0.010309278350515464,,0.020618556701030927,,,,,,,,,,,,,,0.030927835051546393,,,0.010309278350515464,,,,,0.041237113402061855,,0.020618556701030927,,,,,,,,,,,,0.010309278350515464,,,,0.030927835051546393,,,,,,,,,,,0.010309278350515464,,,,,,,0.020618556701030927,,,,,,,,,,,,,,,,,,,,,,,,,0.020618556701030927,,0.020618556701030927,,,,,,,,,0.010309278350515464,,,,,,,,,,,,,,,,,0.08247422680412371,,,,,,,,,,,,,,0.010309278350515464,,,,,,,,0.020618556701030927,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010309278350515464,,,0.010309278350515464,,,,,,,,,,,,,,
2019-08-15,,,,,0.01834862385321101,,0.009174311926605505,,0.01834862385321101,,0.05504587155963303,,0.009174311926605505,,,,,,0.009174311926605505,0.03669724770642202,,,,,0.06422018348623854,0.07339449541284404,,0.07339449541284404,,,,0.01834862385321101,,,,,0.01834862385321101,,0.027522935779816515,,0.009174311926605505,,0.01834862385321101,,0.009174311926605505,,,,,,,,,,,,0.01834862385321101,,0.06422018348623854,0.01834862385321101,,,,,,,,,,0.01834862385321101,,0.009174311926605505,,0.009174311926605505,,,,0.027522935779816515,0.009174311926605505,,,,,,,,,,,,,0.027522935779816515,,,,,,,,0.027522935779816515,,,,,0.009174311926605505,,,,,,,,,,,,,,0.03669724770642202,,,,0.03669724770642202,,0.01834862385321101,,,,0.045871559633027525,,,,,,,,,,,,,,,,,,0.03669724770642202,,,,,,,0.01834862385321101,,,,,,0.01834862385321101,,,,,,0.01834862385321101,,,,,,,,,,,,,,,,,,,0.03669724770642202,,,0.009174311926605505,,,,,,,,,,0.009174311926605505,0.009174311926605505,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-31,,,,,0.00847457627118644,,0.01694915254237288,0.03389830508474576,0.01694915254237288,0.025423728813559324,0.03389830508474576,,0.0423728813559322,,0.01694915254237288,,,,,0.059322033898305086,,,,0.025423728813559324,0.025423728813559324,0.06779661016949153,,0.059322033898305086,,,,0.01694915254237288,,,,,0.03389830508474576,,0.01694915254237288,,0.00847457627118644,,0.01694915254237288,0.00847457627118644,,,,,,,,,,,,,0.01694915254237288,,0.03389830508474576,,,,,,,,0.0423728813559322,,,0.025423728813559324,,,,0.00847457627118644,0.00847457627118644,,,0.00847457627118644,0.01694915254237288,,,,,,0.01694915254237288,,,,,,,0.00847457627118644,,0.01694915254237288,,,,,,0.01694915254237288,,,0.01694915254237288,,0.03389830508474576,,,,,,,,,,,,,,0.03389830508474576,,,,0.01694915254237288,,,0.00847457627118644,,0.00847457627118644,0.05084745762711865,,,,,,,,,0.00847457627118644,,,,,,,0.00847457627118644,,0.01694915254237288,,,,,,,0.01694915254237288,,,,,,0.00847457627118644,,,,,,,,,,,,,,,,,0.00847457627118644,,,,,,,,0.00847457627118644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-15,,0.014925373134328358,,,,,0.029850746268656716,0.04477611940298507,,,0.029850746268656716,,,0.07462686567164178,,0.029850746268656716,,,0.04477611940298507,0.014925373134328358,0.014925373134328358,,,0.05970149253731343,0.04477611940298507,0.04477611940298507,0.014925373134328358,,,,,,0.014925373134328358,,,,,,0.029850746268656716,,,,0.014925373134328358,,,,,,,,0.029850746268656716,,,,0.029850746268656716,0.07462686567164178,,,,,,,,,,,0.1044776119402985,,0.014925373134328358,0.014925373134328358,,,,,,,,,,,,,,,0.014925373134328358,,,,,,,0.014925373134328358,,,,,,,,,,,,,,0.04477611940298507,0.04477611940298507,,,,,,,,,,,,,,0.014925373134328358,,,,,,,,,,,,,,,,,,,,,,,,0.029850746268656716,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.014925373134328358,,,,,,,,,,,0.014925373134328358,,,,,,,,,,,,,,0.014925373134328358,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-30,,0.011111111111111112,0.022222222222222223,,,0.022222222222222223,0.011111111111111112,0.044444444444444446,0.022222222222222223,,0.022222222222222223,,,0.05555555555555555,0.011111111111111112,0.05555555555555555,,,0.07777777777777778,,0.011111111111111112,,,0.022222222222222223,0.05555555555555555,0.06666666666666667,0.011111111111111112,,,,,,,,,,,,,,,0.044444444444444446,,,,,0.05555555555555555,,,,0.022222222222222223,,,,,0.011111111111111112,,,,,0.022222222222222223,,,,,,0.044444444444444446,,,,,,0.03333333333333333,,0.011111111111111112,0.011111111111111112,,0.011111111111111112,,,,,,,,,,,,,0.011111111111111112,0.011111111111111112,,,,,0.011111111111111112,,,,0.011111111111111112,,,0.022222222222222223,,0.011111111111111112,0.011111111111111112,,,,,0.011111111111111112,,0.011111111111111112,,,,,,,0.011111111111111112,,,,,,,,,,,,,,,,,,0.044444444444444446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011111111111111112,,,,,,,,,,,,,,,,,,,,,,,,,,,0.022222222222222223,,,,,,,,,,,,,,,,,0.011111111111111112,,,,,,,,,,,
2019-10-15,0.008928571428571428,0.026785714285714284,,0.07142857142857142,,0.008928571428571428,0.017857142857142856,0.03571428571428571,,,,0.017857142857142856,0.008928571428571428,0.017857142857142856,0.008928571428571428,0.017857142857142856,,,0.008928571428571428,0.03571428571428571,,,0.008928571428571428,0.03571428571428571,0.017857142857142856,,,0.05357142857142857,,,,0.008928571428571428,,0.008928571428571428,,,,,,,0.008928571428571428,,0.017857142857142856,,,,,,,,,0.008928571428571428,,0.008928571428571428,0.008928571428571428,,,,0.008928571428571428,0.008928571428571428,0.017857142857142856,,,,,,0.07142857142857142,,0.008928571428571428,,0.008928571428571428,,,,0.017857142857142856,,,,,,,,,,0.026785714285714284,0.008928571428571428,0.03571428571428571,,0.008928571428571428,,,,,0.008928571428571428,,,,,0.017857142857142856,,,,,,0.026785714285714284,,,,,,,,0.017857142857142856,,,,,,,,,,,,,,,,0.008928571428571428,0.017857142857142856,,,,,,,,,0.026785714285714284,,,0.044642857142857144,,,,,0.008928571428571428,,0.026785714285714284,,,,,,,0.05357142857142857,,,,0.008928571428571428,,,,,,,,0.017857142857142856,,,,,,,,,,,,,,,0.008928571428571428,,,,,,,,,,,,,,,,,,0.008928571428571428,,,,,,,,,,,,,,,,,,,,,,
2019-10-31,,0.008620689655172414,,0.10344827586206896,,0.017241379310344827,0.02586206896551724,0.02586206896551724,,,,0.017241379310344827,,0.017241379310344827,0.04310344827586207,0.008620689655172414,,,0.017241379310344827,0.05172413793103448,,,0.008620689655172414,0.034482758620689655,0.017241379310344827,0.008620689655172414,,0.04310344827586207,,,,,,0.034482758620689655,0.008620689655172414,,,,,,,,0.034482758620689655,,0.008620689655172414,,0.008620689655172414,,,,,,,,0.008620689655172414,,,,0.034482758620689655,0.017241379310344827,0.008620689655172414,,,,,,0.04310344827586207,,0.05172413793103448,,,,,,,0.017241379310344827,,0.008620689655172414,,,,,,,0.017241379310344827,,0.008620689655172414,,0.017241379310344827,,,,,,0.02586206896551724,,,,0.008620689655172414,,,,,,0.008620689655172414,,,,,,,,0.017241379310344827,,,,,,,,,,,,,,,,0.008620689655172414,0.017241379310344827,,,,,,,,,,0.008620689655172414,,0.034482758620689655,,,,,0.017241379310344827,,,,,,,,,0.008620689655172414,,,,,,,,,,,,0.008620689655172414,,,,,,,0.02586206896551724,,,,,,,,0.017241379310344827,,,,,,,,,,,,,,,,,,0.017241379310344827,,,,,,,,,,,,,,,,,,,,,,
2019-11-15,0.006211180124223602,,,0.012422360248447204,,,,0.06832298136645963,,0.006211180124223602,,0.006211180124223602,0.012422360248447204,,0.018633540372670808,0.006211180124223602,,,0.024844720496894408,0.018633540372670808,,,0.018633540372670808,0.09937888198757763,0.024844720496894408,0.043478260869565216,,0.049689440993788817,,,,,,,,,0.006211180124223602,,0.006211180124223602,,,,0.012422360248447204,0.006211180124223602,,,,,,,0.024844720496894408,,,,,0.024844720496894408,,,,0.062111801242236024,0.006211180124223602,,,0.006211180124223602,,,0.055900621118012424,,,0.006211180124223602,,0.006211180124223602,0.024844720496894408,,0.012422360248447204,,,,,,0.006211180124223602,,,,0.006211180124223602,,,,,,,,,,,0.031055900621118012,,,,0.024844720496894408,,,,,,,,,,,,,,0.018633540372670808,,,,,,0.012422360248447204,,,,,,,,,0.012422360248447204,0.012422360248447204,,,,0.024844720496894408,,,,,,,,,,0.012422360248447204,,,,,,,,0.006211180124223602,,,,,0.024844720496894408,0.006211180124223602,,,,,,,0.018633540372670808,0.031055900621118012,0.006211180124223602,0.006211180124223602,,,,0.012422360248447204,,,,,,,,0.006211180124223602,0.012422360248447204,,,,,,,,0.018633540372670808,,,,,,,,0.006211180124223602,,,,,,,,,,,,,,,,,,0.006211180124223602,,,,,,,,
2019-11-30,,,,0.037037037037037035,,0.018518518518518517,0.006172839506172839,0.06172839506172839,,0.030864197530864196,,0.018518518518518517,0.006172839506172839,,0.030864197530864196,,,,0.030864197530864196,0.04938271604938271,,,0.04938271604938271,0.05555555555555555,0.024691358024691357,0.043209876543209874,,0.06172839506172839,,,0.006172839506172839,,,,,,0.006172839506172839,,,,,,,0.018518518518518517,,,,,,,0.006172839506172839,,,,,0.012345679012345678,,,0.006172839506172839,0.018518518518518517,0.012345679012345678,,,0.006172839506172839,,,0.018518518518518517,,,0.012345679012345678,0.012345679012345678,,0.030864197530864196,,0.006172839506172839,0.006172839506172839,,,,,,,,,0.006172839506172839,,0.006172839506172839,,0.006172839506172839,,,,,,,0.024691358024691357,,,,0.037037037037037035,,,,,,0.006172839506172839,,,,,,,,0.006172839506172839,,,,,,,,,,0.006172839506172839,,,,,0.037037037037037035,0.006172839506172839,,,,0.024691358024691357,,,,,,,,,,0.012345679012345678,0.006172839506172839,,,,,,,,,,,,0.006172839506172839,,,,,,0.006172839506172839,0.012345679012345678,0.012345679012345678,0.006172839506172839,0.006172839506172839,,,,,0.018518518518518517,,,,,,,,0.006172839506172839,0.006172839506172839,,,,,,,,0.006172839506172839,,,,,,,0.006172839506172839,0.006172839506172839,,,,,,,,,,,,,,,,,,0.012345679012345678,,,,,,,,
2019-12-15,,0.009009009009009009,0.018018018018018018,0.18018018018018017,,,0.036036036036036036,0.009009009009009009,,,,,0.009009009009009009,,0.009009009009009009,,,,,0.009009009009009009,,,,0.05405405405405406,0.036036036036036036,,,0.009009009009009009,,,,,,,0.009009009009009009,,,,,0.009009009009009009,,,,0.05405405405405406,0.018018018018018018,,0.07207207207207207,,,,,,,,0.02702702702702703,,,,,,,,,,,,0.02702702702702703,,,,,,0.018018018018018018,0.018018018018018018,0.04504504504504504,,,,,0.018018018018018018,0.009009009009009009,,,,,,,0.06306306306306306,,,,,,0.009009009009009009,,0.009009009009009009,,0.009009009009009009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02702702702702703,,,,,,,,,,,,,,,,,,,,,,0.009009009009009009,0.009009009009009009,,,,,0.018018018018018018,,,,,0.009009009009009009,,,,0.018018018018018018,,,,,,,,0.02702702702702703,,,0.02702702702702703,,,,,,,,,,,,0.009009009009009009,,,,,,,,,,,0.018018018018018018,,,,,,0.036036036036036036,,,,,,,,,,,,,,,,,
2019-12-31,0.0072992700729927005,0.0072992700729927005,,0.1386861313868613,,,0.014598540145985401,0.014598540145985401,,,,,0.0072992700729927005,,,,,,0.014598540145985401,,,,,0.014598540145985401,0.021897810218978103,0.029197080291970802,,,0.014598540145985401,,,,,0.0072992700729927005,,,,,,0.0072992700729927005,,,,0.0364963503649635,0.043795620437956206,,0.029197080291970802,0.0072992700729927005,,,,,,,0.021897810218978103,,,0.0072992700729927005,,0.0072992700729927005,,0.0072992700729927005,,,,,0.0364963503649635,0.0072992700729927005,,,,,0.0072992700729927005,0.0072992700729927005,0.021897810218978103,,,,,0.014598540145985401,0.0072992700729927005,,,,,,,0.0364963503649635,,0.0072992700729927005,0.0072992700729927005,,,0.014598540145985401,,0.0072992700729927005,,0.043795620437956206,,,,0.0072992700729927005,,,,,,,,,,,,,0.014598540145985401,,,,0.0072992700729927005,,,,,,,,,,0.029197080291970802,,,,,,,,,,,,,,,,,,,,,,,,,0.029197080291970802,,,0.014598540145985401,,,,,,,,,0.014598540145985401,,,,,,,,0.029197080291970802,,,0.0364963503649635,,0.0072992700729927005,,,,,,,,,,0.021897810218978103,,,,,,,,,0.0072992700729927005,,0.043795620437956206,,,,,,0.058394160583941604,,,,,,,,,,,,,,,,,
