ID,AGE,GENDER,DATE_APPLY,DATE_BIMONTH,AMOUNT,ID_SHOP,DATE_REGISTER,DATE_MONTHLY,DATE_RECEIVED,CATEGORY_CODE_2,CATEGORY_NAME_2,CATEGORY_NAME_3,LARGE_AREA_CODE
000000941498492b5254f4bfb0df11663496a1a0f1dd1d0d90159a3939abb993,39,2,2007-05-01,2020-09-15,5972,53982078200018,2015-07-01,2020-09-01,1900-01-01,502,日本料理,寿司,1
000000941498492b5254f4bfb0df11663496a1a0f1dd1d0d90159a3939abb993,34,2,2007-05-01,2019-09-30,2774,45533000701578,2018-07-01,2019-09-01,1900-01-01,502,日本料理,寿司,1
000000941498492b5254f4bfb0df11663496a1a0f1dd1d0d90159a3939abb993,39,2,2007-05-01,2020-09-30,2774,45533000701578,2018-07-01,2020-09-01,1900-01-01,502,日本料理,寿司,1
000000941498492b5254f4bfb0df11663496a1a0f1dd1d0d90159a3939abb993,34,2,2007-05-01,2019-09-15,5972,53982078200018,2015-07-01,2019-09-01,1900-01-01,502,日本料理,寿司,1
000001571885262bbede9bee23f07c4fbf6020107c7625bb71d0275db25981bc,39,2,2018-03-01,2019-07-31,4320,14214767400000,1987-03-01,2019-07-01,1900-01-01,502,日本料理,割烹,7
000001571885262bbede9bee23f07c4fbf6020107c7625bb71d0275db25981bc,39,2,2018-03-01,2020-07-15,60500,33605230900018,2007-09-01,2020-07-01,1900-01-01,502,日本料理,日本料理（その他）,7
000001571885262bbede9bee23f07c4fbf6020107c7625bb71d0275db25981bc,39,2,2018-03-01,2020-07-31,4320,14214767400000,1987-03-01,2020-07-01,1900-01-01,502,日本料理,割烹,7
000002598a6311790cb081aca206c90474cc3b7f88737af1b2f8a42ea483db85,44,1,2012-05-01,2018-12-31,863,59817231800042,2017-05-01,2018-12-01,1900-01-01,504,ファミリーレストラン,ファミリーレストラン,3
000002598a6311790cb081aca206c90474cc3b7f88737af1b2f8a42ea483db85,44,1,2012-05-01,2020-12-15,1090,60917759500075,2017-09-01,2020-12-01,1900-01-01,501,喫茶・ファストフード・食堂,ファーストフード,3
000002598a6311790cb081aca206c90474cc3b7f88737af1b2f8a42ea483db85,44,1,2012-05-01,2016-12-31,4972,,,2016-12-01,1900-01-01,504,ファミリーレストラン,ファミリーレストラン,3
000002598a6311790cb081aca206c90474cc3b7f88737af1b2f8a42ea483db85,44,1,2012-05-01,2017-12-15,2872,,,2017-12-01,1900-01-01,504,ファミリーレストラン,ファミリーレストラン,3
000002598a6311790cb081aca206c90474cc3b7f88737af1b2f8a42ea483db85,44,1,2012-05-01,2018-12-31,1790,50187229900018,2014-06-01,2018-12-01,1900-01-01,501,喫茶・ファストフード・食堂,ファーストフード,3
000002598a6311790cb081aca206c90474cc3b7f88737af1b2f8a42ea483db85,44,1,2012-05-01,2020-12-15,611,69907964800018,2019-10-01,2020-12-01,1900-01-01,501,喫茶・ファストフード・食堂,ファーストフード,3
000002598a6311790cb081aca206c90474cc3b7f88737af1b2f8a42ea483db85,44,1,2012-05-01,2020-12-31,3220,60917759500075,2017-09-01,2020-12-01,1900-01-01,501,喫茶・ファストフード・食堂,ファーストフード,3
000002598a6311790cb081aca206c90474cc3b7f88737af1b2f8a42ea483db85,44,1,2012-05-01,2019-12-31,1790,50187229900018,2014-06-01,2019-12-01,1900-01-01,501,喫茶・ファストフード・食堂,ファーストフード,3
000002598a6311790cb081aca206c90474cc3b7f88737af1b2f8a42ea483db85,44,1,2012-05-01,2019-12-15,2150,60513137501024,2017-08-01,2019-12-01,1900-01-01,501,喫茶・ファストフード・食堂,ファーストフード,3
000002598a6311790cb081aca206c90474cc3b7f88737af1b2f8a42ea483db85,44,1,2012-05-01,2016-12-15,2872,,,2016-12-01,1900-01-01,504,ファミリーレストラン,ファミリーレストラン,3
000002598a6311790cb081aca206c90474cc3b7f88737af1b2f8a42ea483db85,44,1,2012-05-01,2017-12-31,863,59817231800042,2017-05-01,2017-12-01,1900-01-01,504,ファミリーレストラン,ファミリーレストラン,3
000002598a6311790cb081aca206c90474cc3b7f88737af1b2f8a42ea483db85,44,1,2012-05-01,2019-12-31,3465,14202465400240,1900-01-01,2019-12-01,1900-01-01,504,ファミリーレストラン,ファミリーレストラン,3
000002598a6311790cb081aca206c90474cc3b7f88737af1b2f8a42ea483db85,44,1,2012-05-01,2019-12-31,3220,60917759500075,2017-09-01,2019-12-01,1900-01-01,501,喫茶・ファストフード・食堂,ファーストフード,3
000002598a6311790cb081aca206c90474cc3b7f88737af1b2f8a42ea483db85,44,1,2012-05-01,2017-12-31,4972,,,2017-12-01,1900-01-01,504,ファミリーレストラン,ファミリーレストラン,3
000002598a6311790cb081aca206c90474cc3b7f88737af1b2f8a42ea483db85,44,1,2012-05-01,2018-12-15,4473,59817260200042,2017-05-01,2018-12-01,1900-01-01,504,ファミリーレストラン,ファミリーレストラン,3
000002598a6311790cb081aca206c90474cc3b7f88737af1b2f8a42ea483db85,44,1,2012-05-01,2020-12-15,2150,60513137501024,2017-08-01,2020-12-01,1900-01-01,501,喫茶・ファストフード・食堂,ファーストフード,3
000002598a6311790cb081aca206c90474cc3b7f88737af1b2f8a42ea483db85,44,1,2012-05-01,2018-12-31,1334,59817231800034,2017-05-01,2018-12-01,1900-01-01,504,ファミリーレストラン,ファミリーレストラン,3
000002598a6311790cb081aca206c90474cc3b7f88737af1b2f8a42ea483db85,44,1,2012-05-01,2019-12-15,3487,14058017300166,1990-07-01,2019-12-01,1900-01-01,504,ファミリーレストラン,ファミリーレストラン,3
000002598a6311790cb081aca206c90474cc3b7f88737af1b2f8a42ea483db85,44,1,2012-05-01,2020-12-31,3465,14202465400240,1900-01-01,2020-12-01,1900-01-01,504,ファミリーレストラン,ファミリーレストラン,3
000002598a6311790cb081aca206c90474cc3b7f88737af1b2f8a42ea483db85,44,1,2012-05-01,2019-12-15,2178,59817231800042,2017-05-01,2019-12-01,1900-01-01,504,ファミリーレストラン,ファミリーレストラン,3
000002598a6311790cb081aca206c90474cc3b7f88737af1b2f8a42ea483db85,44,1,2012-05-01,2017-12-31,4280,59817260200075,2017-05-01,2017-12-01,1900-01-01,504,ファミリーレストラン,ファミリーレストラン,3
000002598a6311790cb081aca206c90474cc3b7f88737af1b2f8a42ea483db85,44,1,2012-05-01,2017-12-15,4473,59817260200042,2017-05-01,2017-12-01,1900-01-01,504,ファミリーレストラン,ファミリーレストラン,3
000002598a6311790cb081aca206c90474cc3b7f88737af1b2f8a42ea483db85,44,1,2012-05-01,2019-12-31,1334,59817231800034,2017-05-01,2019-12-01,1900-01-01,504,ファミリーレストラン,ファミリーレストラン,3
000002598a6311790cb081aca206c90474cc3b7f88737af1b2f8a42ea483db85,44,1,2012-05-01,2018-12-15,3487,14058017300166,1990-07-01,2018-12-01,1900-01-01,504,ファミリーレストラン,ファミリーレストラン,3
000002598a6311790cb081aca206c90474cc3b7f88737af1b2f8a42ea483db85,44,1,2012-05-01,2018-12-31,4280,59817260200075,2017-05-01,2018-12-01,1900-01-01,504,ファミリーレストラン,ファミリーレストラン,3
000002598a6311790cb081aca206c90474cc3b7f88737af1b2f8a42ea483db85,44,1,2012-05-01,2020-12-15,440,31680341000000,2002-04-01,2020-12-01,1900-01-01,501,喫茶・ファストフード・食堂,喫茶店・カフェ,3
000002598a6311790cb081aca206c90474cc3b7f88737af1b2f8a42ea483db85,44,1,2012-05-01,2020-12-15,1440,65548725400018,2019-01-01,2020-12-01,1900-01-01,501,喫茶・ファストフード・食堂,ファーストフード,3
000002598a6311790cb081aca206c90474cc3b7f88737af1b2f8a42ea483db85,44,1,2012-05-01,2018-12-15,2178,59817231800042,2017-05-01,2018-12-01,1900-01-01,504,ファミリーレストラン,ファミリーレストラン,3
000002598a6311790cb081aca206c90474cc3b7f88737af1b2f8a42ea483db85,44,1,2012-05-01,2019-12-15,1090,60917759500075,2017-09-01,2019-12-01,1900-01-01,501,喫茶・ファストフード・食堂,ファーストフード,3
00000384f06a15496707e9321a89d6b77be732dfb1f29bd0462d675b7eadc612,64,1,2010-02-01,2020-11-30,1452,67113666600018,2019-05-01,2020-11-01,1900-01-01,502,日本料理,寿司,4
00000384f06a15496707e9321a89d6b77be732dfb1f29bd0462d675b7eadc612,59,1,2010-02-01,2019-11-30,1080,,,2019-11-01,1900-01-01,503,外国料理,中国料理,4
00000384f06a15496707e9321a89d6b77be732dfb1f29bd0462d675b7eadc612,59,1,2010-02-01,2019-11-30,1452,67113666600018,2019-05-01,2019-11-01,1900-01-01,502,日本料理,寿司,4
00000384f06a15496707e9321a89d6b77be732dfb1f29bd0462d675b7eadc612,59,1,2010-02-01,2018-11-30,1080,,,2018-11-01,1900-01-01,503,外国料理,中国料理,4
0000038b413633679a2ff42b2244d4318e2a719063da82a1d7ebdce4889eebd0,59,1,1998-01-01,2019-12-15,3476,14168800101958,1998-02-01,2019-12-01,1900-01-01,503,外国料理,韓国料理,3
0000038b413633679a2ff42b2244d4318e2a719063da82a1d7ebdce4889eebd0,59,1,1998-01-01,2017-12-15,12560,31244596703426,2006-03-01,2017-12-01,1900-01-01,506,焼肉・ビアホール,焼肉,3
0000038b413633679a2ff42b2244d4318e2a719063da82a1d7ebdce4889eebd0,59,1,1998-01-01,2020-12-15,3476,14168800101958,1998-02-01,2020-12-01,1900-01-01,503,外国料理,韓国料理,3
0000038b413633679a2ff42b2244d4318e2a719063da82a1d7ebdce4889eebd0,59,1,1998-01-01,2017-12-31,9700,43237586900018,2011-11-01,2017-12-01,1900-01-01,502,日本料理,割烹,3
0000038b413633679a2ff42b2244d4318e2a719063da82a1d7ebdce4889eebd0,54,1,1998-01-01,2016-12-31,9700,43237586900018,2011-11-01,2016-12-01,1900-01-01,502,日本料理,割烹,3
0000038b413633679a2ff42b2244d4318e2a719063da82a1d7ebdce4889eebd0,54,1,1998-01-01,2016-12-15,12560,31244596703426,2006-03-01,2016-12-01,1900-01-01,506,焼肉・ビアホール,焼肉,3
000004019a90f46c198507977309921442ee47d2070987eab5691bf51b6bcfd8,24,2,2019-02-01,2020-09-15,15620,44923585400018,2012-07-01,2020-09-01,1900-01-01,506,焼肉・ビアホール,焼肉,3
0000044992f75fe6b33c5764036b72602a26d350fc3b3e7028bd1c94acd84bc3,69,1,1995-11-01,2018-08-31,2196,54060245400000,1900-01-01,2018-08-01,1900-01-01,502,日本料理,日本料理,7
0000044992f75fe6b33c5764036b72602a26d350fc3b3e7028bd1c94acd84bc3,69,1,1995-11-01,2019-08-31,2196,54060245400000,1900-01-01,2019-08-01,1900-01-01,502,日本料理,日本料理,7
000005a0c814750abd0e98db9cd5567688f6edb8c45faddecd241ca971ea08f5,54,2,2001-03-01,2018-11-30,56322,,,2018-11-01,1900-01-01,503,外国料理,韓国料理,3
000005a0c814750abd0e98db9cd5567688f6edb8c45faddecd241ca971ea08f5,54,2,2001-03-01,2017-11-15,2010,49486865800018,2014-04-01,2017-11-01,1900-01-01,506,焼肉・ビアホール,居酒屋,3
000005a0c814750abd0e98db9cd5567688f6edb8c45faddecd241ca971ea08f5,54,2,2001-03-01,2016-11-15,2010,49486865800018,2014-04-01,2016-11-01,1900-01-01,506,焼肉・ビアホール,居酒屋,3
000005a0c814750abd0e98db9cd5567688f6edb8c45faddecd241ca971ea08f5,54,2,2001-03-01,2017-11-30,56322,,,2017-11-01,1900-01-01,503,外国料理,韓国料理,3
000005d8fd9b264c58c98e1c233de374f0f1391f829496c9a83091221f61ec75,49,1,2007-09-01,2020-01-15,10890,,,2020-01-01,1900-01-01,502,日本料理,日本料理,8
000005e48e8a1f8d46f954489b164f7bb4b103bb617bf0c9f24822c41b68e34b,44,1,2008-02-01,2019-12-31,11946,59929721800018,2017-05-01,2019-12-01,1900-01-01,506,焼肉・ビアホール,居酒屋,10
000005e48e8a1f8d46f954489b164f7bb4b103bb617bf0c9f24822c41b68e34b,44,1,2008-02-01,2019-12-15,10173,59929721800018,2017-05-01,2019-12-01,1900-01-01,506,焼肉・ビアホール,居酒屋,10
000005e48e8a1f8d46f954489b164f7bb4b103bb617bf0c9f24822c41b68e34b,44,1,2008-02-01,2020-12-31,14234,57055244275788,2020-07-01,2020-12-01,1900-01-01,504,ファミリーレストラン,レストラン,10
000005e48e8a1f8d46f954489b164f7bb4b103bb617bf0c9f24822c41b68e34b,44,1,2008-02-01,2018-12-15,10173,59929721800018,2017-05-01,2018-12-01,1900-01-01,506,焼肉・ビアホール,居酒屋,10
000005e48e8a1f8d46f954489b164f7bb4b103bb617bf0c9f24822c41b68e34b,44,1,2008-02-01,2020-12-31,11946,59929721800018,2017-05-01,2020-12-01,1900-01-01,506,焼肉・ビアホール,居酒屋,10
00000790f3a64c44d63ad0c8ef68103acfccdee874f05d3b40a9ae71f3569659,29,1,2014-01-01,2020-08-15,12210,57220833900075,2017-08-01,2020-08-01,1900-01-01,503,外国料理,イタリー料理,6
0000079c0b5b2b4b866f2af447b3de5f2bf8e739b0bc6b79e551772e8ef51433,54,1,2010-10-01,2020-03-15,1414,58705386900513,2017-02-01,2020-03-01,1900-01-01,502,日本料理,寿司,7
0000079c0b5b2b4b866f2af447b3de5f2bf8e739b0bc6b79e551772e8ef51433,49,1,2010-10-01,2019-03-15,1414,58705386900513,2017-02-01,2019-03-01,1900-01-01,502,日本料理,寿司,7
0000079c0b5b2b4b866f2af447b3de5f2bf8e739b0bc6b79e551772e8ef51433,54,1,2010-10-01,2020-03-31,1353,57055231763263,2019-10-01,2020-03-01,1900-01-01,504,ファミリーレストラン,レストラン,7
000007f54d6f3f3fed709a88517b75121e4c7e21418b8e54596f375e6f296978,64,1,2003-01-01,2019-07-15,1433,55392514400059,2015-12-01,2019-07-01,1900-01-01,504,ファミリーレストラン,ファミリーレストラン,8
000007f54d6f3f3fed709a88517b75121e4c7e21418b8e54596f375e6f296978,64,1,2003-01-01,2019-07-31,1627,55392514400059,2015-12-01,2019-07-01,1900-01-01,504,ファミリーレストラン,ファミリーレストラン,8
000007f54d6f3f3fed709a88517b75121e4c7e21418b8e54596f375e6f296978,64,1,2003-01-01,2020-07-31,1627,55392514400059,2015-12-01,2020-07-01,1900-01-01,504,ファミリーレストラン,ファミリーレストラン,8
000007f54d6f3f3fed709a88517b75121e4c7e21418b8e54596f375e6f296978,64,1,2003-01-01,2020-07-15,1433,55392514400059,2015-12-01,2020-07-01,1900-01-01,504,ファミリーレストラン,ファミリーレストラン,8
00000810172d9858180e3de60ad9d1ace04a0931c1afcf58308ea599ddc46d3d,54,2,1995-08-01,2018-03-31,6354,72787823000018,2005-12-01,2018-03-01,1900-01-01,506,焼肉・ビアホール,焼肉,7
00000810172d9858180e3de60ad9d1ace04a0931c1afcf58308ea599ddc46d3d,54,2,1995-08-01,2020-03-31,2200,,,2020-03-01,1900-01-01,504,ファミリーレストラン,ファミリーレストラン,7
00000810172d9858180e3de60ad9d1ace04a0931c1afcf58308ea599ddc46d3d,54,2,1995-08-01,2019-03-31,2200,,,2019-03-01,1900-01-01,504,ファミリーレストラン,ファミリーレストラン,7
00000810172d9858180e3de60ad9d1ace04a0931c1afcf58308ea599ddc46d3d,54,2,1995-08-01,2019-03-31,6354,72787823000018,2005-12-01,2019-03-01,1900-01-01,506,焼肉・ビアホール,焼肉,7
00000810172d9858180e3de60ad9d1ace04a0931c1afcf58308ea599ddc46d3d,54,2,1995-08-01,2020-03-31,3934,68513760100059,2019-08-01,2020-03-01,1900-01-01,504,ファミリーレストラン,ファミリーレストラン,7
0000082aa1faa8596c4246908b8e9e5b377408ce54b498212a69463711fe1bc6,59,1,2014-08-01,2020-09-30,39540,47077933515776,2014-10-01,2020-09-01,1900-01-01,504,ファミリーレストラン,レストラン,7
0000082aa1faa8596c4246908b8e9e5b377408ce54b498212a69463711fe1bc6,54,1,2014-08-01,2019-09-30,39540,47077933515776,2014-10-01,2019-09-01,1900-01-01,504,ファミリーレストラン,レストラン,7
000008f8c0e09a0d2ba428c98ee8c90d1becce9c636cc3c14b318ca922a51178,44,1,2000-10-01,2018-08-31,8088,48233530000018,2013-12-01,2018-08-01,1900-01-01,506,焼肉・ビアホール,居酒屋,3
000008f8c0e09a0d2ba428c98ee8c90d1becce9c636cc3c14b318ca922a51178,44,1,2000-10-01,2017-08-31,10560,81053067100067,2006-12-01,2017-08-01,1900-01-01,504,ファミリーレストラン,レストラン,3
000008f8c0e09a0d2ba428c98ee8c90d1becce9c636cc3c14b318ca922a51178,49,1,2000-10-01,2020-08-31,7657,,,2020-08-01,1900-01-01,503,外国料理,韓国料理,3
000008f8c0e09a0d2ba428c98ee8c90d1becce9c636cc3c14b318ca922a51178,44,1,2000-10-01,2017-08-31,10070,30862238100000,1999-03-01,2017-08-01,1900-01-01,503,外国料理,イタリー料理,3
000008f8c0e09a0d2ba428c98ee8c90d1becce9c636cc3c14b318ca922a51178,44,1,2000-10-01,2018-08-31,5486,58282867700802,2017-01-01,2018-08-01,1900-01-01,506,焼肉・ビアホール,居酒屋,3
000008f8c0e09a0d2ba428c98ee8c90d1becce9c636cc3c14b318ca922a51178,49,1,2000-10-01,2020-08-15,3000,,,2020-08-01,1900-01-01,505,特別料飲食,特別料飲食１（その他）,3
000008f8c0e09a0d2ba428c98ee8c90d1becce9c636cc3c14b318ca922a51178,49,1,2000-10-01,2019-08-31,7657,,,2019-08-01,1900-01-01,503,外国料理,韓国料理,3
000008f8c0e09a0d2ba428c98ee8c90d1becce9c636cc3c14b318ca922a51178,44,1,2000-10-01,2018-08-31,10560,81053067100067,2006-12-01,2018-08-01,1900-01-01,504,ファミリーレストラン,レストラン,3
000008f8c0e09a0d2ba428c98ee8c90d1becce9c636cc3c14b318ca922a51178,44,1,2000-10-01,2017-08-15,8199,,,2017-08-01,1900-01-01,506,焼肉・ビアホール,居酒屋,3
000008f8c0e09a0d2ba428c98ee8c90d1becce9c636cc3c14b318ca922a51178,44,1,2000-10-01,2017-08-31,5486,58282867700802,2017-01-01,2017-08-01,1900-01-01,506,焼肉・ビアホール,居酒屋,3
000008f8c0e09a0d2ba428c98ee8c90d1becce9c636cc3c14b318ca922a51178,44,1,2000-10-01,2016-08-31,10070,30862238100000,1999-03-01,2016-08-01,1900-01-01,503,外国料理,イタリー料理,3
000008f8c0e09a0d2ba428c98ee8c90d1becce9c636cc3c14b318ca922a51178,44,1,2000-10-01,2018-08-31,30270,57592859000018,2016-09-01,2018-08-01,1900-01-01,506,焼肉・ビアホール,居酒屋,3
000008f8c0e09a0d2ba428c98ee8c90d1becce9c636cc3c14b318ca922a51178,44,1,2000-10-01,2017-08-31,8088,48233530000018,2013-12-01,2017-08-01,1900-01-01,506,焼肉・ビアホール,居酒屋,3
000008f8c0e09a0d2ba428c98ee8c90d1becce9c636cc3c14b318ca922a51178,49,1,2000-10-01,2019-08-31,30270,57592859000018,2016-09-01,2019-08-01,1900-01-01,506,焼肉・ビアホール,居酒屋,3
000008f8c0e09a0d2ba428c98ee8c90d1becce9c636cc3c14b318ca922a51178,44,1,2000-10-01,2018-08-15,8199,,,2018-08-01,1900-01-01,506,焼肉・ビアホール,居酒屋,3
000009a71cc32821729fa0904ce8859a552539c37d05c7426523bb08c64f4951,44,2,2008-12-01,2018-09-30,4071,,,2018-09-01,1900-01-01,504,ファミリーレストラン,ファミリーレストラン,6
000009a71cc32821729fa0904ce8859a552539c37d05c7426523bb08c64f4951,44,2,2008-12-01,2019-09-15,2852,58282799000018,2016-12-01,2019-09-01,1900-01-01,504,ファミリーレストラン,ファミリーレストラン,6
000009a71cc32821729fa0904ce8859a552539c37d05c7426523bb08c64f4951,44,2,2008-12-01,2017-09-15,2000,58282799000018,2016-12-01,2017-09-01,1900-01-01,504,ファミリーレストラン,ファミリーレストラン,6
000009a71cc32821729fa0904ce8859a552539c37d05c7426523bb08c64f4951,44,2,2008-12-01,2019-09-30,4071,,,2019-09-01,1900-01-01,504,ファミリーレストラン,ファミリーレストラン,6
000009a71cc32821729fa0904ce8859a552539c37d05c7426523bb08c64f4951,49,2,2008-12-01,2020-09-15,2852,58282799000018,2016-12-01,2020-09-01,1900-01-01,504,ファミリーレストラン,ファミリーレストラン,6
000009a71cc32821729fa0904ce8859a552539c37d05c7426523bb08c64f4951,44,2,2008-12-01,2017-09-30,3620,,,2017-09-01,1900-01-01,504,ファミリーレストラン,レストラン,6
000009a71cc32821729fa0904ce8859a552539c37d05c7426523bb08c64f4951,44,2,2008-12-01,2018-09-15,2000,58282799000018,2016-12-01,2018-09-01,1900-01-01,504,ファミリーレストラン,ファミリーレストラン,6
000009a71cc32821729fa0904ce8859a552539c37d05c7426523bb08c64f4951,44,2,2008-12-01,2018-09-30,3620,,,2018-09-01,1900-01-01,504,ファミリーレストラン,レストラン,6
00000a09236ddffb34b1c27708c1487930009fe3230bd8fb39ede99a11fc8596,59,1,2015-10-01,2018-09-30,40900,,,2018-09-01,1900-01-01,505,特別料飲食,クラブ,2
00000a09236ddffb34b1c27708c1487930009fe3230bd8fb39ede99a11fc8596,59,1,2015-10-01,2017-09-30,40900,,,2017-09-01,1900-01-01,505,特別料飲食,クラブ,2
00000aecc22881988167e2d3109e4821400de552fd6b569fdf45a17d99f67378,29,1,2017-08-01,2020-03-15,570,66869270200018,2019-05-01,2020-03-01,1900-01-01,502,日本料理,日本料理（その他）,3
00000aecc22881988167e2d3109e4821400de552fd6b569fdf45a17d99f67378,29,1,2017-08-01,2020-03-15,32730,33821962600018,2007-09-01,2020-03-01,1900-01-01,506,焼肉・ビアホール,焼肉,3
00000aecc22881988167e2d3109e4821400de552fd6b569fdf45a17d99f67378,29,1,2017-08-01,2020-03-31,990,60674393400034,2017-09-01,2020-03-01,1900-01-01,501,喫茶・ファストフード・食堂,ファーストフード,3
00000b34afd3faaffccc762f9d0c6820f6c570aa698838367d08b2f4d21f2ab9,54,1,1996-05-01,2017-01-31,2310,20351816705751,2004-04-01,2017-01-01,1900-01-01,506,焼肉・ビアホール,居酒屋,3
00000b34afd3faaffccc762f9d0c6820f6c570aa698838367d08b2f4d21f2ab9,54,1,1996-05-01,2018-01-15,1400,50187203900018,2014-06-01,2018-01-01,1900-01-01,501,喫茶・ファストフード・食堂,ファーストフード,3
00000b34afd3faaffccc762f9d0c6820f6c570aa698838367d08b2f4d21f2ab9,54,1,1996-05-01,2019-01-31,1790,14196704900836,2018-10-01,2019-01-01,1900-01-01,501,喫茶・ファストフード・食堂,喫茶店・カフェ,3
00000b34afd3faaffccc762f9d0c6820f6c570aa698838367d08b2f4d21f2ab9,59,1,1996-05-01,2020-01-31,1790,14196704900836,2018-10-01,2020-01-01,1900-01-01,501,喫茶・ファストフード・食堂,喫茶店・カフェ,3
00000b34afd3faaffccc762f9d0c6820f6c570aa698838367d08b2f4d21f2ab9,54,1,1996-05-01,2017-01-31,2662,,,2017-01-01,1900-01-01,504,ファミリーレストラン,ファミリーレストラン,3
00000b34afd3faaffccc762f9d0c6820f6c570aa698838367d08b2f4d21f2ab9,54,1,1996-05-01,2017-01-15,1400,50187203900018,2014-06-01,2017-01-01,1900-01-01,501,喫茶・ファストフード・食堂,ファーストフード,3
00000b34afd3faaffccc762f9d0c6820f6c570aa698838367d08b2f4d21f2ab9,54,1,1996-05-01,2018-01-31,2310,20351816705751,2004-04-01,2018-01-01,1900-01-01,506,焼肉・ビアホール,居酒屋,3
00000b34afd3faaffccc762f9d0c6820f6c570aa698838367d08b2f4d21f2ab9,54,1,1996-05-01,2018-01-31,2662,,,2018-01-01,1900-01-01,504,ファミリーレストラン,ファミリーレストラン,3
00000b671543161ecd619dce21ba7ce4bc69537a88ea18afb9836eb5aa6b7811,29,1,2015-07-01,2016-12-15,97200,31851691300018,2002-11-01,2016-12-01,1900-01-01,505,特別料飲食,スナック・パブ,3
00000b671543161ecd619dce21ba7ce4bc69537a88ea18afb9836eb5aa6b7811,29,1,2015-07-01,2019-12-15,39700,,,2019-12-01,1900-01-01,505,特別料飲食,クラブ,3
00000b671543161ecd619dce21ba7ce4bc69537a88ea18afb9836eb5aa6b7811,29,1,2015-07-01,2019-12-15,790,59817260200042,2017-05-01,2019-12-01,1900-01-01,504,ファミリーレストラン,ファミリーレストラン,3
00000b671543161ecd619dce21ba7ce4bc69537a88ea18afb9836eb5aa6b7811,29,1,2015-07-01,2019-12-15,4840,,,2019-12-01,1900-01-01,505,特別料飲食,スナック・パブ,3
00000b671543161ecd619dce21ba7ce4bc69537a88ea18afb9836eb5aa6b7811,34,1,2015-07-01,2020-12-15,4840,,,2020-12-01,1900-01-01,505,特別料飲食,スナック・パブ,3
00000b671543161ecd619dce21ba7ce4bc69537a88ea18afb9836eb5aa6b7811,29,1,2015-07-01,2019-12-15,84200,,,2019-12-01,1900-01-01,505,特別料飲食,クラブ,3
00000b671543161ecd619dce21ba7ce4bc69537a88ea18afb9836eb5aa6b7811,34,1,2015-07-01,2020-12-15,39700,,,2020-12-01,1900-01-01,505,特別料飲食,クラブ,3
00000b671543161ecd619dce21ba7ce4bc69537a88ea18afb9836eb5aa6b7811,34,1,2015-07-01,2020-12-15,8620,61664807407039,2019-09-01,2020-12-01,1900-01-01,504,ファミリーレストラン,レストラン,3
00000b671543161ecd619dce21ba7ce4bc69537a88ea18afb9836eb5aa6b7811,29,1,2015-07-01,2019-12-31,23100,,,2019-12-01,1900-01-01,505,特別料飲食,クラブ,3
00000b671543161ecd619dce21ba7ce4bc69537a88ea18afb9836eb5aa6b7811,29,1,2015-07-01,2019-12-15,8620,61664807407039,2019-09-01,2019-12-01,1900-01-01,504,ファミリーレストラン,レストラン,3
00000b671543161ecd619dce21ba7ce4bc69537a88ea18afb9836eb5aa6b7811,34,1,2015-07-01,2020-12-15,790,59817260200042,2017-05-01,2020-12-01,1900-01-01,504,ファミリーレストラン,ファミリーレストラン,3
00000b671543161ecd619dce21ba7ce4bc69537a88ea18afb9836eb5aa6b7811,29,1,2015-07-01,2017-12-15,97200,31851691300018,2002-11-01,2017-12-01,1900-01-01,505,特別料飲食,スナック・パブ,3
00000b671543161ecd619dce21ba7ce4bc69537a88ea18afb9836eb5aa6b7811,34,1,2015-07-01,2020-12-15,17508,89505753100372,2020-05-01,2020-12-01,1900-01-01,506,焼肉・ビアホール,居酒屋,3
00000b671543161ecd619dce21ba7ce4bc69537a88ea18afb9836eb5aa6b7811,29,1,2015-07-01,2018-12-15,1911,,,2018-12-01,1900-01-01,502,日本料理,寿司,3
00000b671543161ecd619dce21ba7ce4bc69537a88ea18afb9836eb5aa6b7811,29,1,2015-07-01,2018-12-15,84200,,,2018-12-01,1900-01-01,505,特別料飲食,クラブ,3
00000b671543161ecd619dce21ba7ce4bc69537a88ea18afb9836eb5aa6b7811,29,1,2015-07-01,2017-12-15,1911,,,2017-12-01,1900-01-01,502,日本料理,寿司,3
00000b671543161ecd619dce21ba7ce4bc69537a88ea18afb9836eb5aa6b7811,34,1,2015-07-01,2020-12-31,23100,,,2020-12-01,1900-01-01,505,特別料飲食,クラブ,3
00000c0c5c14a66d47d194941538c091a97d075d11b67597c5debd619afecf62,39,2,2004-01-01,2019-12-31,10500,57948102900091,2016-11-01,2019-12-01,1900-01-01,501,喫茶・ファストフード・食堂,喫茶店・カフェ,3
00000c0c5c14a66d47d194941538c091a97d075d11b67597c5debd619afecf62,39,2,2004-01-01,2019-12-31,7387,51456373100018,2014-10-01,2019-12-01,1900-01-01,503,外国料理,イタリー料理,3
00000c0c5c14a66d47d194941538c091a97d075d11b67597c5debd619afecf62,39,2,2004-01-01,2020-12-31,10500,57948102900091,2016-11-01,2020-12-01,1900-01-01,501,喫茶・ファストフード・食堂,喫茶店・カフェ,3
00000c0c5c14a66d47d194941538c091a97d075d11b67597c5debd619afecf62,39,2,2004-01-01,2018-12-31,7387,51456373100018,2014-10-01,2018-12-01,1900-01-01,503,外国料理,イタリー料理,3
