DATE,TICKER_CODE,PRICE,DIVIDENDS,monthly_return
2013-01,2138,923.17431640625,0.0,
2013-02,2138,1558.03857421875,0.0,0.687697054099069
2013-03,2138,1587.1607666015625,15.0,0.0283190628992846
2013-04,2138,1977.1041259765625,0.0,0.2456861129512095
2013-05,2138,3473.15869140625,0.0,0.7566898201129051
2013-06,2138,2934.3046875,0.0,-0.1551481091951122
2013-07,2138,3610.321533203125,0.0,0.2303839981522453
2013-08,2138,2939.203369140625,0.0,-0.1858887519824515
2013-09,2138,3272.313232421875,0.0,0.1133333837252119
2013-10,2138,3693.59912109375,0.0,0.1287425312765908
2013-11,2138,3473.15869140625,0.0,-0.0596817419704776
2013-12,2138,4046.30322265625,0.0,0.1650211182887064
2014-01,2138,4325.52783203125,0.0,0.069007336823289
2014-02,2138,5584.48681640625,0.0,0.2910532617666219
2014-03,2138,4531.2724609375,20.0,-0.1850150943920838
2014-04,2138,4040.0908203125,0.0,-0.1083981695780387
2014-05,2138,4222.166015625,0.0,0.0450671045306889
2014-06,2138,4182.798828125,0.0,-0.0093239316867962
2014-07,2138,3710.38818359375,0.0,-0.1129412778244979
2014-08,2138,3011.61474609375,0.0,-0.1883289302692833
2014-09,2138,2399.449951171875,0.0,-0.203267963047362
2014-10,2138,1953.6129150390625,0.0,-0.1858080165060616
2014-11,2138,2439.8017578125,0.0,0.2488665175330888
2014-12,2138,1879.7987060546875,0.0,-0.2295280958646022
2015-01,2138,1996.9171142578125,0.0,0.0623036965744765
2015-02,2138,2428.9755859375,0.0,0.2163627466532427
2015-03,2138,2723.247802734375,15.0,0.1273261940496231
2015-04,2138,3018.122314453125,0.0,0.1082804552059752
2015-05,2138,3715.75390625,0.0,0.2311475543771273
2015-06,2138,4621.19091796875,0.0,0.2436751826313847
2015-07,2138,4848.78662109375,0.0,0.0492504436984049
2015-08,2138,3453.523681640625,0.0,-0.287755071213753
2015-09,2138,4042.304931640625,0.0,0.17048710368776
2015-10,2138,2632.198486328125,0.0,-0.3488372275616993
2015-11,2138,2781.6201171875,0.0,0.056766855400717
2015-12,2138,2909.27197265625,0.0,0.045891189339621
2016-01,2138,2521.369140625,0.0,-0.1333332997660866
2016-02,2138,2206.692626953125,0.0,-0.1248038252716429
2016-03,2138,2554.024169921875,15.0,0.1641966527386447
2016-04,2138,2288.172607421875,0.0,-0.1040912476987765
2016-05,2138,2124.945068359375,0.0,-0.0713353260733294
2016-06,2138,1971.6702880859373,0.0,-0.0721311729680512
2016-07,2138,1921.90576171875,0.0,-0.0252397810465044
2016-08,2138,2139.874267578125,0.0,0.1134126918192113
2016-09,2138,2258.31396484375,0.0,0.0553489048679822
2016-10,2138,2397.654541015625,0.0,0.061701153312186
2016-11,2138,2499.174072265625,0.0,0.0423411836498335
2016-12,2138,2736.05322265625,0.0,0.0947829737109438
2017-01,2138,2965.96533203125,0.0,0.0840305690953606
2017-02,2138,2714.156982421875,0.0,-0.0848992895803415
2017-03,2138,3393.940185546875,15.0,0.2559848997772547
2017-04,2138,3425.0,0.0,0.0091515503382744
2017-05,2138,2919.0,0.0,-0.1477372262773723
2017-06,2138,2687.0,0.0,-0.079479273723878
2017-07,2138,2875.0,0.0,0.0699665053963527
2017-08,2138,2340.0,0.0,-0.1860869565217391
2017-09,2138,2360.0,0.0,0.0085470085470085
2017-10,2138,2546.0,0.0,0.0788135593220338
2017-11,2138,2491.0,0.0,-0.0216025137470542
2017-12,2138,2480.0,0.0,-0.0044158972300281
2018-01,2138,2653.0,0.0,0.069758064516129
2018-02,2138,2147.0,0.0,-0.1907274783264229
2018-03,2138,2159.0,0.0,0.0055891942244992
2018-04,2138,2159.0,0.0,0.0
2018-05,2138,1951.0,0.0,-0.09634089856415
2018-06,2138,2039.0,0.0,0.0451050743208611
2018-07,2138,2059.0,0.0,0.0098087297694948
2018-08,2138,2362.0,0.0,0.1471588149587177
2018-09,2138,2717.0,0.0,0.1502963590177815
2018-10,2138,2493.0,0.0,-0.082443871917556
2018-11,2138,2647.0,0.0,0.0617729643000402
2018-12,2138,2315.0,0.0,-0.1254250094446543
2019-01,2138,2129.0,0.0,-0.0803455723542116
2019-02,2138,2014.0,0.0,-0.0540159699389384
2019-03,2138,1819.0,0.0,-0.0968222442899702
2019-04,2138,1539.0,0.0,-0.1539307311709731
2019-05,2138,1167.0,0.0,-0.2417153996101364
2019-06,2138,1136.0,0.0,-0.0265638389031704
2019-07,2138,1270.0,0.0,0.1179577464788732
2019-08,2138,945.0,0.0,-0.2559055118110236
2019-09,2138,988.0,0.0,0.0455026455026454
2019-10,2138,1060.0,0.0,0.0728744939271255
2019-11,2138,1228.0,0.0,0.1584905660377358
2019-12,2138,1291.0,0.0,0.0513029315960911
2020-01,2138,1102.0,0.0,-0.1463981409759875
2020-02,2138,1142.0,0.0,0.0362976406533575
2020-03,2138,778.0,0.0,-0.318739054290718
2020-04,2138,941.0,0.0,0.2095115681233932
2020-05,2138,1100.0,0.0,0.1689691817215728
2020-06,2138,994.0,0.0,-0.0963636363636363
2020-07,2138,1447.0,0.0,0.4557344064386317
2020-08,2138,1453.0,0.0,0.0041465100207325
2020-09,2138,1514.0,0.0,0.0419821059876117
2020-10,2138,1349.0,0.0,-0.1089828269484808
2020-11,2138,1093.0,0.0,-0.1897702001482579
2020-12,2138,1178.0,0.0,0.0777676120768526
2021-01,2138,1267.0,0.0,0.0755517826825127
2021-02,2138,2303.0,0.0,0.8176795580110496
2021-03,2138,2409.0,0.0,0.0460269214068607
2021-04,2138,2097.0,0.0,-0.1295143212951431
2021-05,2138,2150.0,0.0,0.0252742012398665
2021-06,2138,2015.0,0.0,-0.0627906976744185
2021-07,2138,1826.0,0.0,-0.0937965260545905
2021-08,2138,1343.0,0.0,-0.264512595837897
2021-09,2138,1339.0,0.0,-0.0029784065524943
2021-10,2138,1220.0,0.0,-0.0888722927557879
2021-11,2138,986.0,0.0,-0.1918032786885245
2021-12,2138,977.0,0.0,-0.0091277890466531
2022-01,2138,820.0,0.0,-0.1606960081883316
2022-02,2138,720.0,0.0,-0.1219512195121951
2022-03,2138,757.0,0.0,0.0513888888888889
2022-04,2138,714.0,0.0,-0.0568031704095112
2022-05,2138,722.0,0.0,0.011204481792717
2022-06,2138,764.0,0.0,0.0581717451523546
2022-07,2138,794.0,0.0,0.0392670157068062
2022-08,2138,705.0,0.0,-0.1120906801007556
2022-09,2138,1188.0,0.0,0.6851063829787234
2022-10,2138,1018.0,0.0,-0.143097643097643
2022-11,2138,1326.0,0.0,0.3025540275049116
2022-12,2138,1049.0,0.0,-0.2088989441930618
2023-01,2138,1065.0,0.0,0.0152526215443278
2023-02,2138,968.0,0.0,-0.0910798122065728
2023-03,2138,907.0,0.0,-0.0630165289256198
2023-04,2138,912.0,0.0,0.0055126791620727
2023-05,2138,808.0,0.0,-0.1140350877192982
2023-06,2138,913.0,0.0,0.1299504950495049
2023-07,2138,846.0,0.0,-0.0733844468784228
2023-08,2138,1105.0,0.0,0.3061465721040188
2023-09,2138,925.0,0.0,-0.1628959276018099
2023-10,2138,899.0,0.0,-0.0281081081081081
2023-11,2138,818.0,0.0,-0.0901001112347051
2023-12,2138,777.0,0.0,-0.050122249388753
2024-01,2138,711.0,0.0,-0.084942084942085
2024-02,2138,830.0,0.0,0.1673699015471168
2024-03,2138,769.0,0.0,-0.0734939759036145
2024-04,2138,767.0,0.0,-0.0026007802340701
2024-05,2138,701.0,0.0,-0.0860495436766622
2024-06,2138,724.0,0.0,0.0328102710413695
2024-07,2138,710.0,0.0,-0.0193370165745856
2024-08,2138,699.0,0.0,-0.0154929577464788
2024-09,2138,639.0,0.0,-0.0858369098712446
2024-10,2138,600.0,0.0,-0.0610328638497652
2024-11,2138,596.0,0.0,-0.0066666666666667
2024-12,2138,569.0,0.0,-0.0453020134228188
2025-01,2138,606.0,0.0,0.0650263620386644
