DATE,PX_LAST,YLD_YTM_MYLD,YTM_BID
2013/12/03,0.052,0.0521,0.0639
2013/12/04,0.052,0.052,0.0609
2013/12/05,0.054,0.0541,0.0626
2013/12/09,0.051,0.051,0.0627
2013/12/10,0.051,0.0514,0.0632
2013/12/11,0.053,0.0534,0.0622
2013/12/12,0.054,0.054,0.0637
2013/12/16,0.045,0.0445,0.058
2013/12/17,0.044,0.0439,0.0565
2013/12/18,0.044,0.0442,0.057
2013/12/19,0.049,0.0487,0.0578
2013/12/24,0.05,0.0505,0.0627
2013/12/25,0.051,0.0508,0.0631
2013/12/26,0.051,0.0511,0.0629
2013/12/27,0.051,0.0508,0.0625
2013/12/30,0.05,0.0498,0.0617
2014/01/06,0.049,0.0488,0.0535
2014/01/07,0.053,0.0527,0.0649
2014/01/08,0.06,0.0595,0.0703
2014/01/09,0.06,0.0602,0.063
2014/01/10,0.062,0.0618,0.0758
2014/01/14,0.066,0.0659,0.0768
2014/01/15,0.066,0.0661,0.0771
2014/01/16,0.06,0.0599,0.0692
2014/01/20,0.06,0.0599,0.0734
2014/01/21,0.061,0.0611,0.072
2014/01/22,0.063,0.063,0.074
2014/01/23,0.062,0.0624,0.0729
2014/01/27,0.047,0.0468,0.0584
2014/01/28,0.047,0.047,0.0588
2014/01/29,0.041,0.041,0.0452
2014/01/30,0.044,0.0444,0.0567
2014/02/03,0.042,0.0425,0.0539
2014/02/04,0.043,0.0428,0.0543
2014/02/05,0.045,0.0452,0.0538
2014/02/06,0.043,0.0433,0.0554
2014/02/07,0.047,0.0468,0.0575
2014/02/10,0.039,0.0391,0.0516
2014/02/12,0.037,0.0372,0.0499
2014/02/13,0.038,0.0383,0.0504
2014/02/14,0.037,0.0367,0.0498
2014/02/17,0.039,0.0389,0.049
2014/02/18,0.041,0.0411,0.0512
2014/02/19,0.043,0.043,0.0513
2014/02/20,0.044,0.0443,0.0548
2014/02/21,0.049,0.0489,0.0604
2014/02/24,0.039,0.0386,0.053
2014/02/25,0.041,0.041,0.0519
2014/02/26,0.042,0.0415,0.0505
2014/02/27,0.04,0.04,0.0491
2014/03/03,0.034,0.0336,0.0469
2014/03/04,0.031,0.0307,0.0443
2014/03/05,0.036,0.0357,0.0469
2014/03/06,0.036,0.0356,0.0448
2014/03/07,0.029,0.0295,0.0437
2014/03/10,0.034,0.034,0.0389
2014/03/11,0.033,0.0334,0.0377
2014/03/12,0.033,0.0329,0.0367
2014/03/13,0.032,0.0319,0.0391
2014/03/17,0.03,0.0299,0.0415
2014/03/18,0.026,0.0263,0.0381
2014/03/19,0.027,0.0275,0.0388
2014/03/24,0.033,0.0327,0.0363
2014/03/25,0.033,0.0328,0.0365
2014/03/26,0.033,0.0328,0.0366
2014/03/27,0.018,0.018,0.0307
2014/03/28,0.022,0.0223,0.0338
2014/03/31,0.026,0.0262,0.0378
2014/04/01,0.028,0.0276,0.0364
2014/04/02,0.028,0.028,0.0368
2014/04/03,0.031,0.0309,0.0393
2014/04/07,0.052,0.0516,0.0622
2014/04/08,0.052,0.0519,0.0626
2014/04/09,0.052,0.0515,0.0624
2014/04/10,0.053,0.0528,0.064
2014/04/15,0.057,0.0567,0.0682
2014/04/16,0.056,0.0559,0.065
2014/04/17,0.055,0.0553,0.0672
2014/04/21,0.05,0.0502,0.0617
2014/04/22,0.05,0.0505,0.0621
2014/04/23,0.051,0.0511,0.0629
2014/04/24,0.051,0.0514,0.0636
2014/04/30,0.045,0.0445,0.0456
2014/05/01,0.047,0.0466,0.0477
2014/05/07,0.054,0.0544,0.0653
2014/05/08,0.048,0.0481,0.0575
2014/05/12,0.038,0.038,0.0498
2014/05/13,0.034,0.0337,0.0456
2014/05/14,0.036,0.0357,0.0445
2014/05/15,0.037,0.0365,0.0453
2014/05/19,0.04,0.0396,0.0505
2014/05/20,0.033,0.0326,0.0452
2014/05/21,0.032,0.0319,0.0397
2014/05/22,0.032,0.0321,0.0417
2014/05/26,0.036,0.0356,0.0482
2014/05/27,0.036,0.0356,0.0482
2014/05/28,0.036,0.0362,0.0488
2014/05/29,0.035,0.0354,0.0442
2014/06/02,0.048,0.0476,0.0584
2014/06/03,0.042,0.042,0.0515
2014/06/04,0.041,0.0408,0.0502
2014/06/05,0.039,0.0392,0.0467
2014/06/10,0.033,0.033,0.043
2014/06/11,0.031,0.0308,0.041
2014/06/12,0.033,0.0334,0.0435
2014/06/18,0.03,0.0296,0.0403
2014/06/19,0.03,0.0299,0.0408
2014/06/25,0.026,0.0256,0.0306
2014/06/26,0.026,0.026,0.031
2014/06/30,0.025,0.025,0.0368
2014/07/01,0.032,0.032,0.0439
2014/07/02,0.039,0.0392,0.048
2014/07/03,0.037,0.0369,0.0457
2014/07/08,0.024,0.0237,0.0275
2014/07/09,0.017,0.0171,0.0259
2014/07/10,0.017,0.0168,0.0256
2014/07/16,0.021,0.0212,0.0314
2014/07/17,0.017,0.0171,0.0259
2014/07/22,0.017,0.0166,0.0284
2014/07/23,0.017,0.0167,0.0285
2014/07/24,0.02,0.0205,0.0323
2014/07/28,0.026,0.0259,0.0376
2014/07/29,0.025,0.0253,0.0371
2014/07/30,0.026,0.0265,0.0383
2014/07/31,0.026,0.0264,0.0382
2014/08/05,0.024,0.0241,0.0295
2014/08/06,0.023,0.0227,0.0258
2014/08/07,0.02,0.0199,0.0287
2014/08/12,0.017,0.0166,0.0284
2014/08/13,0.016,0.0163,0.0281
2014/08/14,0.017,0.0167,0.0285
2014/08/18,0.022,0.022,0.0278
2014/08/19,0.022,0.022,0.0278
2014/08/20,0.026,0.0258,0.03
2014/08/21,0.024,0.0237,0.0325
2014/08/25,0.022,0.0217,0.0362
2014/08/26,0.028,0.028,0.0377
2014/08/27,0.03,0.03,0.0396
2014/08/28,0.031,0.0311,0.0408
2014/09/01,0.021,0.0215,0.0277
2014/09/02,0.023,0.023,0.0302
2014/09/03,0.016,0.0163,0.0285
2014/09/05,0.001,0.0009,0.0127
2014/09/08,-0.004,-0.0042,0.0076
2014/09/09,-0.002,-0.0024,0.0095
2014/09/10,-0.003,-0.0029,0.0059
2014/09/11,0.005,0.0046,0.0214
2014/09/16,-0.008,-0.0083,0.0036
2014/09/17,-0.008,-0.0083,0.0035
2014/09/18,-0.008,-0.0081,0.0007
2014/09/22,-0.005,-0.0046,0.0071
2014/09/24,-0.007,-0.007,0.0048
2014/09/25,-0.004,-0.0039,0.008
2014/10/01,0.001,0.0014,0.0092
2014/10/02,0.002,0.0023,0.0101
2014/10/06,-0.014,-0.0143,-0.0024
2014/10/07,-0.016,-0.0161,-0.0043
2014/10/08,-0.017,-0.0173,-0.0084
2014/10/09,-0.018,-0.0177,-0.009
2014/10/15,-0.012,-0.012,-0.0001
2014/10/16,-0.011,-0.0113,0.0004
2014/10/21,-0.054,-0.054,-0.0422
2014/10/22,-0.058,-0.0585,-0.0467
2014/10/23,-0.062,-0.0616,-0.0498
2014/10/29,-0.031,-0.0315,-0.0226
2014/10/30,-0.038,-0.0379,-0.0291
2014/11/04,0.001,0.0014,0.0132
2014/11/05,0.004,0.0037,0.0155
2014/11/06,0.007,0.0069,0.0157
2014/11/10,-0.001,-0.001,0.0109
2014/11/11,-0.004,-0.0037,0.0081
2014/11/12,-0.004,-0.0037,0.0081
2014/11/13,-0.001,-0.0014,0.0103
2014/11/14,-0.026,-0.0262,-0.016
2014/11/18,-0.054,-0.0536,-0.0418
2014/11/19,-0.059,-0.0594,-0.0475
2014/11/20,-0.074,-0.074,-0.0651
2014/11/26,-0.021,-0.0207,-0.0084
2014/11/27,-0.024,-0.0242,-0.0123
2014/12/02,-0.041,-0.0406,-0.0288
2014/12/03,-0.041,-0.0413,-0.0294
2014/12/04,-0.037,-0.0372,-0.0253
2014/12/08,-0.005,-0.0051,0.0067
2014/12/09,-0.005,-0.0051,0.0067
2014/12/10,-0.004,-0.0044,0.0057
2014/12/11,-0.008,-0.0075,0.0043
2014/12/15,-0.004,-0.0042,0.0076
2014/12/16,-0.004,-0.0042,0.0077
2014/12/17,-0.004,-0.0042,0.0075
2014/12/18,-0.004,-0.0043,0.0076
2014/12/19,-0.008,-0.008,0.02
2014/12/25,0,0,0.0072
2014/12/26,0,0,0.0071
2014/12/29,0,0,0.01
2014/12/30,0,0,0.01
2015/01/05,0.017,0.0168,0.017
2015/01/06,-0.01,-0.0097,-0.0095
2015/01/15,-0.046,-0.0458,-0.0456
2015/01/20,-0.039,-0.0388,-0.0386
2015/01/21,-0.04,-0.0403,-0.0402
2015/01/22,-0.048,-0.0475,-0.0473
2015/01/28,-0.001,-0.0009,0.0003
2015/01/29,-0.001,-0.0011,0.0007
2015/02/03,-0.012,-0.0117,-0.0016
2015/02/04,-0.013,-0.0133,-0.0032
2015/02/05,-0.011,-0.0114,-0.0013
2015/02/12,0,0.0004,0.0104
2015/02/17,0.003,0.0035,0.0036
2015/02/18,0.003,0.0031,0.0033
2015/02/19,0.005,0.0054,0.0055
2015/02/23,-0.004,-0.0038,-0.0037
2015/02/24,-0.004,-0.0038,-0.0037
2015/02/25,-0.006,-0.0065,-0.0063
2015/02/26,-0.004,-0.0042,-0.0041
2015/03/04,-0.002,-0.0018,-0.0016
2015/03/05,-0.007,-0.0071,-0.0069
2015/03/11,0,-0.0001,N/A
2015/03/12,0,-0.0003,-0.0002
2015/03/17,0,-0.0001,N/A
2015/03/18,0,-0.0001,N/A
2015/03/19,0,-0.0001,N/A
2015/03/24,0.005,0.0052,0.0053
2015/03/25,0.005,0.0048,0.005
2015/03/26,0.008,0.0084,0.0086
2015/03/31,0.005,0.0052,0.0053
2015/04/01,0.005,0.0048,0.005
2015/04/02,0.003,0.0032,0.0034
2015/04/08,0.001,0.0014,0.0016
2015/04/09,0.002,0.0015,0.0017
2015/04/15,-0.007,-0.0069,-0.0048
2015/04/16,-0.007,-0.0071,-0.005
2015/04/17,-0.017,-0.0166,-0.0146
2015/04/20,-0.016,-0.0161,-0.014
2015/04/21,-0.009,-0.0088,-0.0067
2015/04/22,-0.015,-0.0147,-0.0126
2015/04/23,-0.015,-0.0148,-0.0127
2015/04/24,-0.015,-0.0149,-0.0128
2015/04/27,-0.016,-0.0158,-0.0137
2015/04/28,-0.016,-0.0159,-0.0138
2015/05/01,-0.01,-0.0102,-0.0081
2015/05/07,-0.016,-0.016,-0.0139
2015/05/08,-0.015,-0.0146,-0.0124
2015/05/13,-0.004,-0.0039,-0.0037
2015/05/14,-0.001,-0.0009,0.0012
2015/05/19,0.001,0.0008,0.0028
2015/05/20,0.002,0.0017,0.0032
2015/05/21,0.003,0.0026,0.0046
2015/05/27,0.001,0.0006,0.0023
2015/05/28,0.001,0.0006,0.0021
2015/06/01,0.001,0.0007,0.0027
2015/06/02,-0.002,-0.0016,0.0004
2015/06/03,-0.002,-0.0016,0.0005
2015/06/04,-0.002,-0.0016,0.0005
2015/06/08,0.001,0.0008,0.0029
2015/06/09,0.001,0.0008,0.0028
2015/06/10,0.002,0.0021,0.0041
2015/06/11,0.002,0.0021,0.0041
2015/06/15,-0.002,-0.0017,0.0004
2015/06/16,0,0,0.0021
2015/06/17,0,0,0.002
2015/06/18,0,0,0.002
2015/06/24,0.002,0.0019,0.004
2015/06/25,0.002,0.0019,0.004
2015/07/01,0.002,0.0019,0.004
2015/07/02,0.002,0.0019,0.0041
2015/07/03,-0.006,-0.0063,-0.0062
2015/07/07,-0.006,-0.0065,-0.0044
2015/07/08,-0.004,-0.0035,-0.0033
2015/07/09,-0.004,-0.0036,-0.0034
2015/07/10,-0.062,-0.062,-0.06
2015/07/15,-0.076,-0.0761,-0.0743
2015/07/16,-0.078,-0.0782,-0.0764
2015/07/21,0,-0.0004,0.0016
2015/07/22,0,-0.0005,0.0016
2015/07/23,0,-0.0004,0.0017
2015/07/28,-0.003,-0.0026,0.0094
2015/07/29,-0.003,-0.0026,0.0093
2015/07/30,-0.001,-0.0009,0.0012
2015/08/03,-0.008,-0.0081,-0.006
2015/08/04,-0.008,-0.0081,-0.006
2015/08/05,-0.007,-0.0072,-0.0051
2015/08/06,-0.005,-0.0048,-0.0027
2015/08/19,-0.002,-0.0017,0.0067
2015/08/20,-0.003,-0.0028,-0.0026
2015/08/25,-0.023,-0.0228,-0.0207
2015/08/26,-0.01,-0.0101,-0.0083
2015/08/27,-0.009,-0.0087,-0.0066
2015/08/31,0,-0.0004,0.0016
2015/09/01,0.001,0.0009,0.0041
2015/09/02,0,-0.0005,0.0016
2015/09/03,0,-0.0003,0.0017
2015/09/15,-0.008,-0.0081,-0.006
2015/09/17,-0.01,-0.01,-0.0082
2015/09/18,-0.011,-0.011,-0.0043
2015/09/24,-0.013,-0.0127,-0.0106
2015/09/28,-0.036,-0.0357,-0.0336
2015/09/30,-0.023,-0.0232,-0.0214
2015/10/01,-0.018,-0.0183,-0.0163
2015/10/07,-0.025,-0.0253,-0.0251
2015/10/08,-0.025,-0.0251,-0.0233
2015/10/15,-0.004,-0.0044,-0.0032
2015/10/21,-0.009,-0.0093,-0.0075
2015/10/22,-0.01,-0.0095,-0.0077
2015/10/26,-0.003,-0.0032,-0.0011
2015/10/27,-0.003,-0.0032,-0.0011
2015/10/28,-0.001,-0.0012,0.0009
2015/10/29,-0.001,-0.0012,0.0008
2015/11/05,-0.004,-0.0044,-0.0032
2015/11/11,-0.005,-0.0048,-0.0036
2015/11/12,-0.007,-0.0066,-0.0045
2015/11/16,-0.028,-0.0283,-0.0261
2015/11/17,-0.031,-0.0307,-0.0286
2015/11/18,-0.054,-0.0536,-0.0515
2015/11/20,-0.088,-0.0879,-0.0858
2015/11/24,-0.084,-0.0844,-0.0823
2015/11/25,-0.082,-0.082,-0.0799
2015/11/26,-0.069,-0.0692,-0.0671
2015/12/01,-0.04,-0.04,-0.0379
2015/12/02,-0.046,-0.0464,-0.0443
2015/12/03,-0.051,-0.0507,-0.0486
2015/12/04,-0.08,-0.0799,-0.0489
2015/12/07,-0.059,-0.059,-0.0569
2015/12/08,-0.055,-0.0553,-0.0213
2015/12/09,-0.044,-0.0444,-0.0423
2015/12/10,-0.029,-0.0288,-0.0267
2015/12/14,-0.014,-0.0137,-0.0115
2015/12/16,-0.018,-0.0183,-0.0162
2015/12/17,-0.019,-0.0187,-0.0166
2015/12/21,-0.012,-0.0118,-0.0097
2015/12/22,-0.012,-0.0118,-0.0097
2015/12/24,-0.01,-0.0099,-0.0078
2015/12/28,-0.034,-0.0339,-0.0318
2015/12/29,-0.032,-0.0317,-0.0296
2015/12/30,-0.035,-0.0347,-0.0345
2016/01/04,-0.031,-0.0314,-0.0293
2016/01/05,-0.03,-0.0296,-0.0275
2016/01/06,-0.028,-0.0277,-0.0148
2016/01/07,-0.027,-0.0267,-0.0246
2016/01/12,-0.023,-0.0231,-0.021
2016/01/13,-0.021,-0.0208,-0.0187
2016/01/14,-0.021,-0.0212,-0.0191
2016/01/18,-0.02,-0.0198,-0.0177
2016/01/19,-0.017,-0.017,-0.0148
2016/01/20,-0.017,-0.0167,-0.0147
2016/01/21,-0.017,-0.017,-0.0149
2016/01/25,-0.028,-0.0283,-0.0262
2016/01/26,-0.028,-0.0283,-0.0262
2016/01/27,-0.031,-0.0311,-0.029
2016/01/28,-0.032,-0.0316,-0.0295
2016/02/02,-0.201,-0.2005,-0.1987
2016/02/03,-0.201,-0.2014,-0.1996
2016/02/04,-0.161,-0.1608,-0.1587
2016/02/08,-0.133,-0.1326,-0.1305
2016/02/09,-0.132,-0.1317,-0.1296
2016/02/10,-0.134,-0.1337,-0.1136
2016/02/12,-0.095,-0.0948,-0.0747
2016/02/17,-0.094,-0.0942,-0.0741
2016/02/18,-0.096,-0.0958,-0.0877
2016/02/19,-0.105,-0.1048,-0.0989
2016/02/22,-0.096,-0.0964,-0.0883
2016/02/23,-0.094,-0.094,-0.0859
2016/02/24,-0.095,-0.095,-0.087
2016/02/25,-0.097,-0.0973,-0.0892
2016/03/01,-0.082,-0.0822,-0.0763
2016/03/02,-0.077,-0.0766,-0.0684
2016/03/03,-0.081,-0.0814,-0.0755
2016/03/07,-0.08,-0.0804,-0.0723
2016/03/08,-0.08,-0.0804,-0.0724
2016/03/09,-0.073,-0.0733,-0.0652
2016/03/10,-0.073,-0.0729,-0.0648
2016/03/16,-0.087,-0.0874,-0.0872
2016/03/17,-0.094,-0.0943,-0.0941
2016/03/24,-0.094,-0.094,-0.0938
2016/04/01,-0.121,-0.1207,-0.1205
2016/04/05,-0.092,-0.092,-0.0918
2016/04/13,-0.41,-0.4101,-0.267
2016/04/14,-0.385,-0.3851,-0.1848
2016/05/09,-0.29,-0.2903,-0.2901
2016/05/10,-0.287,-0.2866,-0.2864
2016/05/18,-0.265,-0.2652,-0.265
2016/05/19,-0.271,-0.271,-0.2708
2016/05/25,-0.275,-0.2752,-0.275
2016/05/26,-0.283,-0.2833,-0.2831
2016/05/27,-0.294,-0.2937,-0.2937
2016/06/01,-0.289,-0.2885,-0.2884
2016/06/02,-0.29,-0.2902,-0.29
2016/06/03,-0.263,-0.2629,-0.2629
2016/06/08,-0.257,-0.2567,-0.2565
2016/06/09,-0.261,-0.2607,-0.2605
2016/06/15,-0.265,-0.2649,-0.2647
2016/06/16,-0.266,-0.2661,-0.2661
2016/06/21,-0.258,-0.258,-0.2579
2016/06/22,-0.251,-0.2505,-0.2503
2016/06/23,-0.25,-0.2495,-0.2493
2016/06/29,-0.277,-0.2769,-0.2767
2016/06/30,-0.28,-0.2798,-0.2796
2016/07/05,-0.33,-0.3296,-0.3195
2016/07/06,-0.329,-0.3286,-0.3185
2016/07/07,-0.326,-0.3261,-0.316
2016/07/13,-0.318,-0.3175,-0.3173
2016/07/14,-0.322,-0.3224,-0.3222
2016/07/15,-0.31,-0.3098,-0.3096
2016/07/19,-0.269,-0.2688,-0.2586
2016/07/20,-0.261,-0.2609,-0.2508
2016/07/21,-0.263,-0.2633,-0.2532
2016/07/27,-0.279,-0.2785,-0.2783
2016/07/28,-0.287,-0.2873,-0.2871
2016/07/29,-0.294,-0.2944,-0.2944
2016/08/01,-0.289,-0.2893,-0.2768
2016/08/02,-0.291,-0.291,-0.2785
2016/08/03,-0.288,-0.2875,-0.2791
2016/08/04,-0.281,-0.281,-0.2709
2016/08/10,-0.238,-0.2375,-0.2372
2016/08/17,-0.233,-0.2325,-0.2323
2016/08/18,-0.239,-0.239,-0.2388
2016/08/24,-0.238,-0.2383,-0.2381
2016/08/25,-0.247,-0.247,-0.2461
2016/08/31,-0.252,-0.2517,-0.2515
2016/09/01,-0.261,-0.2607,-0.2605
2016/09/02,-0.257,-0.2568,-0.2566
2016/09/05,-0.257,-0.2573,-0.2571
2016/09/07,-0.282,-0.2819,-0.2817
2016/09/08,-0.285,-0.285,-0.2848
2016/09/14,-0.327,-0.3271,-0.3269
2016/09/15,-0.339,-0.3394,-0.3392
2016/09/26,-0.297,-0.2966,-0.2865
2016/09/27,-0.335,-0.3352,-0.3151
2016/09/28,-0.343,-0.3426,-0.3014
2016/09/29,-0.351,-0.3507,-0.3202
2016/09/30,-0.379,-0.3788,-0.3328
2016/10/03,-0.401,-0.4005,-0.3594
2016/10/04,-0.4,-0.3999,-0.359
2016/10/05,-0.398,-0.3975,-0.3564
2016/10/06,-0.397,-0.3973,-0.3667
2016/10/07,-0.312,-0.3118,-0.2932
2016/10/11,-0.319,-0.3193,-0.2992
2016/10/12,-0.317,-0.3171,-0.297
2016/10/13,-0.307,-0.3067,-0.2866
2016/10/14,-0.326,-0.3259,-0.2688
2016/10/17,-0.339,-0.3386,-0.3184
2016/10/18,-0.338,-0.3384,-0.3184
2016/10/19,-0.333,-0.3334,-0.3133
2016/10/20,-0.335,-0.3351,-0.315
2016/10/21,-0.339,-0.3386,-0.2814
2016/10/24,-0.349,-0.3485,-0.3283
2016/10/25,-0.35,-0.3497,-0.3296
2016/10/26,-0.347,-0.3467,-0.3266
2016/10/27,-0.338,-0.3383,-0.3182
2016/10/28,-0.307,-0.3069,-0.2883
2016/10/31,-0.327,-0.3267,-0.3065
2016/11/01,-0.328,-0.3282,-0.3081
2016/11/02,-0.332,-0.3319,-0.3118
2016/11/09,-0.34,-0.3395,-0.3226
2016/11/10,-0.34,-0.3403,-0.3235
2016/11/11,-0.281,-0.2805,-0.2619
2016/11/14,-0.28,-0.2798,-0.2597
2016/11/15,-0.28,-0.2804,-0.2603
2016/11/16,-0.278,-0.278,-0.2636
2016/11/17,-0.278,-0.2783,-0.2582
2016/11/18,-0.284,-0.2843,-0.2657
2016/11/21,-0.289,-0.2888,-0.2687
2016/11/22,-0.289,-0.2886,-0.2685
2016/11/24,-0.303,-0.3034,-0.3032
2016/11/25,-0.308,-0.3079,-0.2893
2016/11/28,-0.342,-0.3421,-0.322
2016/11/29,-0.358,-0.3576,-0.3375
2016/11/30,-0.366,-0.3659,-0.3458
2016/12/01,-0.337,-0.337,-0.3368
2016/12/02,-0.381,-0.3806,-0.362
2016/12/05,-0.343,-0.3425,-0.3224
2016/12/06,-0.354,-0.3542,-0.3342
2016/12/07,-0.357,-0.3574,-0.3373
2016/12/08,-0.417,-0.4169,-0.4167
2016/12/09,-0.368,-0.3682,-0.3465
2016/12/12,-0.382,-0.3823,-0.3623
2016/12/13,-0.383,-0.3826,-0.3626
2016/12/14,-0.379,-0.3786,-0.3586
2016/12/15,-0.426,-0.4257,-0.4056
2016/12/16,-0.402,-0.4024,-0.3441
2016/12/19,-0.408,-0.408,-0.3679
2016/12/20,-0.411,-0.4111,-0.3777
2016/12/21,-0.412,-0.4123,-0.3722
2016/12/26,-0.451,-0.4505,-0.4104
2016/12/27,-0.451,-0.4506,-0.4105
2016/12/28,-0.426,-0.426,-0.3859
2016/12/29,-0.432,-0.4317,-0.3916
2016/12/30,-0.42,-0.4196,-0.3795
2017/01/04,-0.378,-0.3782,-0.3781
2017/01/05,-0.355,-0.3547,-0.3146
2017/01/10,-0.356,-0.3559,-0.3175
2017/01/11,-0.355,-0.3545,-0.3144
2017/01/12,-0.313,-0.313,-0.2729
2017/01/13,-0.309,-0.3088,-0.2759
2017/01/16,-0.269,-0.2692,-0.2291
2017/01/17,-0.271,-0.271,-0.2109
2017/01/18,-0.284,-0.2841,-0.2839
2017/01/19,-0.287,-0.2871,-0.247
2017/01/20,-0.303,-0.3033,-0.2595
2017/01/23,-0.305,-0.3046,-0.2646
2017/01/24,-0.305,-0.3045,-0.2644
2017/01/25,-0.312,-0.3117,-0.2716
2017/01/26,-0.298,-0.2975,-0.2334
2017/01/27,-0.288,-0.2881,-0.2514
2017/01/30,-0.279,-0.2789,-0.2388
2017/01/31,-0.279,-0.2786,-0.2385
2017/02/01,-0.268,-0.2676,-0.2076
2017/02/02,-0.298,-0.298,-0.2978
2017/02/03,-0.235,-0.2347,-0.1932
2017/02/07,-0.27,-0.2697,-0.2163
2017/02/08,-0.279,-0.279,-0.2455
2017/02/09,-0.255,-0.2545,-0.2393
2017/02/15,-0.222,-0.2221,-0.1886
2017/02/16,-0.23,-0.2297,-0.1962
2017/02/17,-0.248,-0.2482,-0.2082
2017/02/20,-0.245,-0.2452,-0.1735
2017/02/22,-0.245,-0.2446,-0.2111
2017/02/23,-0.297,-0.2972,-0.2637
2017/02/28,-0.285,-0.2846,-0.2511
2017/03/01,-0.283,-0.2834,-0.2499
2017/03/02,-0.303,-0.303,-0.2694
2017/03/08,-0.335,-0.3354,-0.3019
2017/03/09,-0.34,-0.3404,-0.3069
2017/03/15,-0.294,-0.2944,-0.2609
2017/03/17,-0.346,-0.3457,-0.3055
2017/03/21,-0.341,-0.341,-0.3009
2017/03/22,-0.332,-0.3318,-0.2916
2017/03/23,-0.325,-0.3249,-0.3247
2017/03/24,-0.269,-0.2694,-0.2365
2017/03/27,-0.283,-0.2825,-0.2425
2017/03/28,-0.276,-0.2763,-0.2362
2017/03/29,-0.257,-0.2571,-0.217
2017/03/30,-0.235,-0.2352,-0.1912
2017/03/31,-0.195,-0.1953,-0.1637
2017/04/03,-0.189,-0.1894,-0.1579
2017/04/04,-0.151,-0.1511,-0.1072
2017/04/05,-0.156,-0.1558,-0.1496
2017/04/06,-0.163,-0.1625,-0.1584
2017/04/12,-0.137,-0.1369,-0.1367
2017/04/13,-0.129,-0.1291,-0.125
2017/04/14,-0.112,-0.1119,-0.1019
2017/04/19,-0.131,-0.1305,-0.1303
2017/04/20,-0.15,-0.1495,-0.1493
2017/04/26,-0.176,-0.1763,-0.1761
2017/05/10,-0.14,-0.1402,-0.14
2017/05/11,-0.137,-0.1374,-0.1372
2017/05/17,-0.127,-0.1268,-0.1266
2017/05/18,-0.129,-0.129,-0.1288
2017/05/24,-0.129,-0.1285,-0.1283
2017/05/25,-0.129,-0.1287,-0.1285
2017/05/26,-0.133,-0.1334,-0.1334
2017/05/31,-0.129,-0.1293,-0.1291
2017/06/01,-0.131,-0.1311,-0.1309
2017/06/07,-0.107,-0.1067,-0.1065
2017/06/08,-0.099,-0.0992,-0.099
2017/06/14,-0.107,-0.1067,-0.1065
2017/06/21,-0.101,-0.1005,-0.1003
2017/06/22,-0.096,-0.0963,-0.0961
2017/06/28,-0.095,-0.0953,-0.0951
2017/06/29,-0.092,-0.0923,-0.0921
2017/07/05,-0.094,-0.0935,-0.0934
2017/07/06,-0.093,-0.0931,-0.0929
2017/07/12,-0.096,-0.0963,-0.0962
2017/07/13,-0.102,-0.102,-0.1018
2017/07/26,-0.13,-0.1301,-0.13
2017/07/27,-0.129,-0.1287,-0.1285
2017/08/02,-0.128,-0.1276,-0.1275
2017/08/03,-0.121,-0.1209,-0.1207
2017/08/09,-0.11,-0.1103,-0.062
2017/08/10,-0.113,-0.1132,-0.0687
2017/08/14,-0.124,-0.1241,-0.0769
2017/08/15,-0.132,-0.1322,-0.0839
2017/08/16,-0.125,-0.1254,-0.0782
2017/08/17,-0.129,-0.1294,-0.0823
2017/08/18,-0.14,-0.1396,-0.1009
2017/08/21,-0.148,-0.1481,-0.101
2017/08/22,-0.146,-0.1462,-0.099
2017/08/23,-0.142,-0.1421,-0.0949
2017/08/24,-0.152,-0.1519,-0.1047
2017/08/25,-0.178,-0.1784,-0.1397
2017/08/28,-0.179,-0.179,-0.1318
2017/08/29,-0.176,-0.1761,-0.1289
2017/08/30,-0.175,-0.1747,-0.1276
2017/08/31,-0.203,-0.2029,-0.1558
2017/09/01,-0.223,-0.223,-0.1775
2017/09/04,-0.221,-0.2207,-0.1734
2017/09/05,-0.213,-0.2133,-0.1649
2017/09/06,-0.21,-0.2104,-0.1633
2017/09/07,-0.198,-0.1983,-0.1511
2017/09/08,-0.169,-0.1694,-0.125
2017/09/11,-0.184,-0.1844,-0.1361
2017/09/12,-0.181,-0.1814,-0.1342
2017/09/13,-0.164,-0.1641,-0.1195
2017/09/14,-0.145,-0.1447,-0.1001
2017/09/15,-0.134,-0.1341,-0.0896
2017/09/20,-0.125,-0.1247,-0.0791
2017/09/21,-0.113,-0.1129,-0.0579
2017/09/26,-0.11,-0.1097,-0.0536
2017/09/27,-0.118,-0.1178,-0.0833
2017/09/28,-0.126,-0.1256,-0.0705
2017/09/29,-0.218,-0.218,-0.218
2017/10/04,-0.173,-0.1727,-0.1725
2017/10/05,-0.183,-0.1831,-0.1829
2017/10/06,-0.172,-0.1716,-0.1228
2017/10/10,-0.174,-0.174,-0.1184
2017/10/11,-0.141,-0.1407,-0.059
2017/10/12,-0.172,-0.172,-0.0902
2017/10/13,-0.17,-0.1696,-0.1109
2017/10/16,-0.139,-0.1394,-0.0576
2017/10/17,-0.186,-0.1858,-0.1214
2017/10/18,-0.182,-0.1824,-0.1006
2017/10/19,-0.146,-0.1462,-0.0643
2017/10/20,-0.169,-0.1693,-0.105
2017/10/23,-0.207,-0.2066,-0.1238
2017/10/24,-0.177,-0.177,-0.0943
2017/10/25,-0.198,-0.1979,-0.116
