DATE,PX_LAST,YLD_YTM_MYLD,YTM_BID
2010/07/07,0.13,0.13,0.13
2010/07/08,0.125,0.125,0.125
2010/07/09,0.125,0.125,0.125
2010/07/12,0.127,0.127,0.127
2010/07/13,0.128,0.128,0.128
2010/07/14,0.13,0.13,0.13
2010/07/15,0.125,0.125,0.125
2010/07/16,0.125,0.125,0.125
2010/07/19,0.125,0.125,0.125
2010/07/20,0.128,0.128,0.128
2010/07/21,0.129,0.129,0.129
2010/07/22,0.125,0.125,0.125
2010/07/23,0.125,0.125,0.125
2010/07/26,0.127,0.127,0.127
2010/07/27,0.128,0.128,0.128
2010/07/28,0.13,0.13,0.13
2010/07/29,0.126,0.126,0.126
2010/07/30,0.125,0.125,0.125
2010/08/02,0.127,0.127,0.127
2010/08/03,0.128,0.128,0.128
2010/08/04,0.13,0.13,0.13
2010/08/05,0.125,0.125,0.125
2010/08/06,0.125,0.125,0.125
2010/08/09,0.127,0.127,0.127
2010/08/10,0.128,0.128,0.128
2010/08/11,0.129,0.129,0.129
2010/08/12,0.125,0.125,0.125
2010/08/13,0.125,0.125,0.125
2010/08/16,0.127,0.127,0.127
2010/08/17,0.128,0.128,0.128
2010/08/18,0.124,0.124,0.124
2010/08/19,0.12,0.12,0.12
2010/08/20,0.12,0.12,0.12
2010/08/23,0.122,0.122,0.122
2010/08/24,0.123,0.123,0.123
2010/08/25,0.123,0.123,0.123
2010/08/26,0.115,0.115,0.115
2010/08/27,0.115,0.115,0.115
2010/08/30,0.12,0.12,0.12
2010/08/31,0.118,0.118,0.118
2010/09/01,0.12,0.12,0.12
2010/09/02,0.12,0.12,0.12
2010/09/03,0.12,0.12,0.12
2010/09/06,0.123,0.123,0.123
2010/09/07,0.124,0.124,0.124
2010/09/08,0.124,0.124,0.124
2010/09/09,0.12,0.12,0.12
2010/09/10,0.12,0.12,0.12
2010/09/13,0.123,0.123,0.123
2010/09/14,0.124,0.124,0.124
2010/09/15,0.125,0.125,0.125
2010/09/16,0.121,0.121,0.121
2010/09/17,0.121,0.121,0.121
2010/09/20,0.121,0.121,0.121
2010/09/21,0.125,0.125,0.125
2010/09/22,0.12,0.12,0.12
2010/09/23,0.12,0.12,0.12
2010/09/24,0.121,0.121,0.121
2010/09/27,0.123,0.123,0.123
2010/09/28,0.124,0.124,0.124
2010/09/29,0.124,0.124,0.124
2010/09/30,0.12,0.12,0.12
2010/10/01,0.12,0.12,0.12
2010/10/04,0.123,0.123,0.123
2010/10/05,0.118,0.118,0.118
2010/10/06,0.121,0.121,0.121
2010/10/07,0.115,0.115,0.115
2010/10/08,0.115,0.115,0.115
2010/10/11,0.115,0.115,0.115
2010/10/12,0.117,0.117,0.117
2010/10/13,0.119,0.119,0.119
2010/10/14,0.115,0.115,0.115
2010/10/15,0.116,0.116,0.116
2010/10/18,0.118,0.118,0.118
2010/10/19,0.117,0.117,0.117
2010/10/20,0.119,0.119,0.119
2010/10/21,0.12,0.12,0.12
2010/10/22,0.12,0.12,0.12
2010/10/25,0.122,0.122,0.122
2010/10/26,0.121,0.121,0.121
2010/10/27,0.122,0.122,0.122
2010/10/28,0.12,0.12,0.12
2010/10/29,0.12,0.12,0.12
2010/11/01,0.123,0.123,0.123
2010/11/02,0.124,0.124,0.124
2010/11/03,0.124,0.124,0.124
2010/11/04,0.12,0.12,0.12
2010/11/05,0.12,0.12,0.12
2010/11/08,0.122,0.122,0.122
2010/11/09,0.123,0.123,0.123
2010/11/10,0.123,0.123,0.123
2010/11/11,0.122,0.122,0.122
2010/11/12,0.123,0.123,0.123
2010/11/15,0.126,0.126,0.126
2010/11/16,0.128,0.128,0.128
2010/11/17,0.129,0.129,0.129
2010/11/18,0.127,0.127,0.127
2010/11/19,0.127,0.127,0.127
2010/11/22,0.127,0.127,0.127
2010/11/23,0.127,0.127,0.127
2010/11/24,0.129,0.129,0.129
2010/11/25,0.132,0.132,0.132
2010/11/26,0.132,0.132,0.132
2010/11/29,0.133,0.133,0.133
2010/11/30,0.132,0.132,0.132
2010/12/01,0.134,0.134,0.134
2010/12/02,0.132,0.132,0.132
2010/12/03,0.132,0.132,0.132
2010/12/06,0.133,0.133,0.133
2010/12/07,0.132,0.132,0.132
2010/12/08,0.134,0.134,0.134
2010/12/09,0.137,0.137,0.137
2010/12/10,0.137,0.137,0.137
2010/12/13,0.137,0.137,0.137
2010/12/14,0.14,0.14,0.14
2010/12/15,0.145,0.145,0.145
2010/12/16,0.136,0.136,0.136
2010/12/17,0.132,0.132,0.132
2010/12/20,0.134,0.134,0.134
2010/12/21,0.143,0.143,0.143
2010/12/22,0.142,0.142,0.142
2010/12/23,0.142,0.142,0.142
2010/12/24,0.14,0.14,0.14
2010/12/27,0.14,0.14,0.14
2010/12/28,0.141,0.141,0.141
2010/12/29,0.138,0.138,0.138
2010/12/30,0.138,0.138,0.138
2010/12/31,0.138,0.138,0.138
2011/01/03,0.138,0.138,0.138
2011/01/04,0.136,0.136,0.136
2011/01/05,0.136,0.136,0.136
2011/01/06,0.125,0.125,0.125
2011/01/07,0.122,0.122,0.122
2011/01/10,0.122,0.122,0.122
2011/01/11,0.121,0.121,0.121
2011/01/12,0.122,0.122,0.122
2011/01/13,0.122,0.122,0.122
2011/01/14,0.122,0.122,0.122
2011/01/17,0.122,0.122,0.122
2011/01/18,0.122,0.122,0.122
2011/01/19,0.123,0.123,0.123
2011/01/20,0.12,0.12,0.12
2011/01/21,0.122,0.122,0.122
2011/01/24,0.122,0.122,0.122
2011/01/25,0.122,0.122,0.122
2011/01/26,0.123,0.123,0.123
2011/01/27,0.122,0.122,0.122
2011/01/28,0.122,0.122,0.122
2011/01/31,0.122,0.122,0.122
2011/02/01,0.123,0.123,0.123
2011/02/02,0.125,0.125,0.125
2011/02/03,0.122,0.122,0.122
2011/02/04,0.122,0.122,0.122
2011/02/07,0.123,0.123,0.123
2011/02/08,0.126,0.126,0.126
2011/02/09,0.127,0.127,0.127
2011/02/10,0.127,0.127,0.127
2011/02/11,0.127,0.127,0.127
2011/02/14,0.127,0.127,0.127
2011/02/15,0.127,0.127,0.127
2011/02/16,0.13,0.13,0.13
2011/02/17,0.127,0.127,0.127
2011/02/18,0.127,0.127,0.127
2011/02/21,0.128,0.128,0.128
2011/02/22,0.128,0.128,0.128
2011/02/23,0.13,0.13,0.13
2011/02/24,0.127,0.127,0.127
2011/02/25,0.127,0.127,0.127
2011/02/28,0.128,0.128,0.128
2011/03/01,0.128,0.128,0.128
2011/03/02,0.13,0.13,0.13
2011/03/03,0.127,0.127,0.127
2011/03/04,0.127,0.127,0.127
2011/03/07,0.128,0.128,0.128
2011/03/08,0.128,0.128,0.128
2011/03/09,0.13,0.13,0.13
2011/03/10,0.127,0.127,0.127
2011/03/11,0.123,0.123,0.123
2011/03/14,0.127,0.127,0.127
2011/03/15,0.128,0.128,0.128
2011/03/16,0.134,0.134,0.134
2011/03/17,0.135,0.135,0.135
2011/03/18,0.131,0.131,0.131
2011/03/21,0.131,0.131,0.131
2011/03/22,0.133,0.133,0.133
2011/03/23,0.132,0.132,0.132
2011/03/24,0.125,0.125,0.125
2011/03/25,0.122,0.122,0.122
2011/03/28,0.124,0.124,0.124
2011/03/29,0.124,0.124,0.124
2011/03/30,0.124,0.124,0.124
2011/03/31,0.124,0.124,0.124
2011/04/01,0.125,0.125,0.125
2011/04/04,0.124,0.124,0.124
2011/04/05,0.123,0.123,0.123
2011/04/06,0.122,0.122,0.122
2011/04/07,0.122,0.122,0.122
2011/04/08,0.122,0.122,0.122
2011/04/11,0.123,0.123,0.123
2011/04/12,0.124,0.124,0.124
2011/04/13,0.123,0.123,0.123
2011/04/14,0.122,0.122,0.122
2011/04/15,0.122,0.122,0.122
2011/04/18,0.122,0.122,0.122
2011/04/19,0.122,0.122,0.122
2011/04/20,0.125,0.125,0.125
2011/04/21,0.122,0.122,0.122
2011/04/22,0.121,0.121,0.121
2011/04/25,0.122,0.122,0.122
2011/04/26,0.125,0.125,0.125
2011/04/27,0.126,0.126,0.126
2011/04/28,0.125,0.125,0.125
2011/04/29,0.125,0.125,0.125
2011/05/02,0.123,0.123,0.123
2011/05/03,0.123,0.123,0.123
2011/05/04,0.123,0.123,0.123
2011/05/05,0.123,0.123,0.123
2011/05/06,0.122,0.122,0.122
2011/05/09,0.123,0.123,0.123
2011/05/10,0.123,0.123,0.123
2011/05/11,0.121,0.121,0.121
2011/05/12,0.117,0.117,0.117
2011/05/13,0.117,0.117,0.117
2011/05/16,0.119,0.119,0.119
2011/05/17,0.117,0.117,0.117
2011/05/18,0.119,0.119,0.119
2011/05/19,0.117,0.117,0.117
2011/05/20,0.117,0.117,0.117
2011/05/23,0.119,0.119,0.119
2011/05/24,0.117,0.117,0.117
2011/05/25,0.119,0.119,0.119
2011/05/26,0.117,0.117,0.117
2011/05/27,0.116,0.116,0.116
2011/05/30,0.118,0.118,0.118
2011/05/31,0.117,0.117,0.117
2011/06/01,0.119,0.119,0.119
2011/06/02,0.117,0.117,0.117
2011/06/03,0.116,0.116,0.116
2011/06/06,0.108,0.108,0.11
2011/06/07,0.109,0.1085,0.11
2011/06/08,0.112,0.1115,0.113
2011/06/09,0.112,0.112,0.114
2011/06/13,0.108,0.108,0.11
2011/06/14,0.109,0.1085,0.111
2011/06/15,0.111,0.111,0.112
2011/06/16,0.109,0.1085,0.11
2011/06/17,0.108,0.108,0.11
2011/06/20,0.105,0.1045,0.106
2011/06/21,0.102,0.102,0.104
2011/06/22,0.106,0.106,0.107
2011/06/23,0.101,0.101,0.101
2011/06/24,0.101,0.101,0.101
2011/06/28,0.095,0.0945,0.096
2011/06/29,0.094,0.094,0.096
2011/06/30,0.096,0.0955,0.097
2011/07/01,0.109,0.1085,0.11
2011/07/04,0.105,0.1045,0.107
2011/07/05,0.104,0.104,0.106
2011/07/06,0.106,0.106,0.108
2011/07/07,0.107,0.1065,0.108
2011/07/08,0.104,0.104,0.106
2011/07/11,0.103,0.103,0.105
2011/07/12,0.103,0.103,0.105
2011/07/13,0.106,0.1055,0.107
2011/07/14,0.107,0.1065,0.108
2011/07/15,0.104,0.1035,0.106
2011/07/20,0.107,0.1065,0.107
2011/07/22,0.102,0.102,0.104
2011/07/25,0.103,0.1025,0.105
2011/07/26,0.104,0.104,0.106
2011/07/27,0.107,0.1065,0.109
2011/07/28,0.106,0.1055,0.107
2011/08/02,0.104,0.104,0.106
2011/08/03,0.106,0.106,0.108
2011/08/04,0.106,0.1055,0.107
2011/08/09,0.104,0.104,0.106
2011/08/10,0.106,0.106,0.108
2011/08/16,0.102,0.1015,0.104
2011/08/17,0.104,0.104,0.107
2011/08/18,0.104,0.104,0.106
2011/08/23,0.104,0.1035,0.106
2011/08/24,0.106,0.1055,0.107
2011/08/25,0.107,0.1065,0.108
2011/08/26,0.1,0.1,0.102
2011/08/30,0.104,0.1035,0.106
2011/08/31,0.106,0.106,0.108
2011/09/01,0.106,0.1055,0.107
2011/09/06,0.104,0.104,0.106
2011/09/07,0.106,0.106,0.108
2011/09/13,0.104,0.1035,0.106
2011/09/14,0.107,0.1065,0.108
2011/09/15,0.107,0.107,0.108
2011/09/21,0.107,0.107,0.108
2011/09/27,0.103,0.103,0.11
2011/09/28,0.106,0.1055,0.113
2011/09/29,0.106,0.1055,0.111
2011/09/30,0.103,0.1025,0.11
2011/10/04,0.104,0.1035,0.11
2011/10/05,0.106,0.106,0.113
2011/10/06,0.103,0.103,0.108
2011/10/12,0.105,0.105,0.107
2011/10/13,0.104,0.1035,0.105
2011/10/18,0.104,0.1035,0.106
2011/10/19,0.106,0.1055,0.107
2011/10/20,0.105,0.105,0.106
2011/10/25,0.104,0.1035,0.106
2011/10/26,0.106,0.1055,0.107
2011/10/27,0.105,0.105,0.106
2011/11/01,0.106,0.1055,0.108
2011/11/02,0.105,0.105,0.106
2011/11/08,0.103,0.1025,0.105
2011/11/09,0.106,0.1055,0.107
2011/11/10,0.107,0.1065,0.108
2011/11/15,0.104,0.104,0.106
2011/11/16,0.106,0.1055,0.107
2011/11/21,0.105,0.1045,0.107
2011/11/22,0.106,0.1055,0.108
2011/11/24,0.104,0.1035,0.105
2011/11/25,0.105,0.105,0.106
2011/11/29,0.103,0.103,0.12
2011/11/30,0.106,0.1055,0.118
2011/12/01,0.107,0.1065,0.108
2011/12/02,0.102,0.102,0.104
2011/12/07,0.106,0.106,0.108
2011/12/08,0.105,0.105,0.106
2011/12/09,0.105,0.1045,0.106
2011/12/13,0.104,0.104,0.106
2011/12/14,0.105,0.1045,0.106
2011/12/15,0.105,0.105,0.106
2011/12/20,0.106,0.1055,0.108
2011/12/28,0.109,0.1085,0.11
2011/12/29,0.104,0.1035,0.106
2011/12/30,0.106,0.1055,0.107
2012/01/04,0.108,0.1075,0.109
2012/01/05,0.108,0.1075,0.109
2012/01/06,0.108,0.1075,0.109
2012/01/10,0.104,0.104,0.106
2012/01/11,0.106,0.1055,0.108
2012/01/12,0.105,0.1045,0.106
2012/01/17,0.103,0.1025,0.104
2012/01/18,0.106,0.106,0.108
2012/01/19,0.107,0.1065,0.108
2012/01/24,0.104,0.1035,0.106
2012/01/25,0.105,0.105,0.107
2012/01/26,0.106,0.1055,0.107
2012/01/31,0.104,0.1035,0.106
2012/02/01,0.106,0.1055,0.107
2012/02/02,0.108,0.1075,0.11
2012/02/08,0.105,0.105,0.107
2012/02/09,0.106,0.1055,0.107
2012/02/14,0.103,0.1025,0.105
2012/02/15,0.106,0.1055,0.107
2012/02/16,0.107,0.1065,0.108
2012/02/17,0.105,0.1045,0.106
2012/02/20,0.105,0.1045,0.106
2012/02/21,0.103,0.103,0.105
2012/02/22,0.107,0.1065,0.108
2012/02/23,0.107,0.107,0.109
2012/02/28,0.104,0.1035,0.106
2012/02/29,0.107,0.1065,0.109
2012/03/01,0.106,0.1055,0.107
2012/03/06,0.104,0.1035,0.106
2012/03/07,0.106,0.106,0.108
2012/03/08,0.104,0.104,0.106
2012/03/09,0.104,0.1035,0.123
2012/03/13,0.103,0.103,0.12
2012/03/14,0.106,0.1055,0.117
2012/03/15,0.109,0.1085,0.11
2012/03/19,0.103,0.1025,0.105
2012/03/21,0.106,0.1055,0.108
2012/03/22,0.107,0.1065,0.108
2012/03/28,0.105,0.105,0.107
2012/03/29,0.104,0.1035,0.105
2012/03/30,0.104,0.1035,0.105
2012/04/02,0.103,0.103,0.105
2012/04/03,0.104,0.1035,0.106
2012/04/04,0.106,0.106,0.108
2012/04/05,0.107,0.1065,0.108
2012/04/06,0.105,0.1045,0.106
2012/04/10,0.104,0.1035,0.106
2012/04/11,0.106,0.106,0.108
2012/04/12,0.107,0.1065,0.108
2012/04/13,0.102,0.102,0.104
2012/04/16,0.103,0.103,0.105
2012/04/17,0.103,0.103,0.105
2012/04/18,0.105,0.1045,0.106
2012/04/19,0.104,0.1035,0.106
2012/04/24,0.103,0.1025,0.105
2012/04/25,0.104,0.104,0.106
2012/04/26,0.106,0.1055,0.107
2012/04/27,0.104,0.1035,0.105
2012/05/08,0.103,0.1025,0.105
2012/05/09,0.103,0.103,0.105
2012/05/10,0.107,0.1065,0.107
2012/05/11,0.103,0.103,0.104
2012/05/16,0.103,0.103,0.103
2012/05/17,0.107,0.1065,0.107
2012/05/18,0.104,0.104,0.104
2012/05/21,0.105,0.1045,0.105
2012/05/22,0.102,0.102,0.102
2012/05/23,0.103,0.103,0.103
2012/05/24,0.107,0.1065,0.107
2012/05/25,0.104,0.104,0.104
2012/05/31,0.107,0.107,0.107
2012/06/01,0.104,0.104,0.104
2012/06/06,0.103,0.103,0.103
2012/06/07,0.107,0.1065,0.107
2012/06/08,0.104,0.104,0.104
2012/06/11,0.105,0.105,0.105
2012/06/12,0.102,0.102,0.102
2012/06/13,0.103,0.103,0.103
2012/06/14,0.107,0.1065,0.107
2012/06/15,0.104,0.104,0.104
2012/06/20,0.102,0.102,0.102
2012/06/21,0.106,0.1055,0.106
2012/06/22,0.105,0.105,0.105
2012/06/25,0.1,0.1,0.1
2012/06/27,0.103,0.103,0.103
2012/06/28,0.107,0.107,0.107
2012/06/29,0.104,0.104,0.104
2012/07/04,0.103,0.103,0.103
2012/07/05,0.107,0.1065,0.107
2012/07/11,0.102,0.102,0.102
2012/07/12,0.107,0.1065,0.107
2012/07/13,0.107,0.1065,0.107
2012/07/19,0.107,0.1065,0.107
2012/07/20,0.104,0.104,0.104
2012/07/25,0.103,0.103,0.103
2012/07/26,0.107,0.107,0.107
2012/07/27,0.104,0.1035,0.104
2012/07/30,0.101,0.101,0.102
2012/07/31,0.102,0.102,0.103
2012/08/01,0.103,0.103,0.104
2012/08/02,0.104,0.104,0.105
2012/08/03,0.104,0.104,0.105
2012/08/06,0.101,0.101,0.102
2012/08/07,0.102,0.102,0.103
2012/08/08,0.103,0.103,0.104
2012/08/09,0.106,0.106,0.107
2012/08/10,-0.034,-0.034,-0.033
2012/08/14,0.102,0.102,0.103
2012/08/15,0.103,0.103,0.104
2012/08/16,0.106,0.106,0.107
2012/08/17,0.104,0.104,0.105
2012/08/22,0.103,0.103,0.103
2012/08/23,0.107,0.107,0.107
2012/08/24,0.104,0.104,0.104
2012/08/29,0.103,0.1025,0.103
2012/08/30,0.107,0.107,0.107
2012/08/31,0.104,0.1035,0.104
2012/09/04,0.102,0.102,0.103
2012/09/05,0.103,0.103,0.103
2012/09/06,0.106,0.106,0.107
2012/09/07,0.104,0.104,0.105
2012/09/10,0.1,0.0995,0.1
2012/09/11,0.103,0.1025,0.103
2012/09/12,0.103,0.103,0.104
2012/09/13,0.107,0.107,0.108
2012/09/14,0.103,0.103,0.104
2012/09/19,0.103,0.1025,0.103
2012/09/20,0.106,0.1055,0.106
2012/09/21,0.104,0.1035,0.104
2012/09/25,0.102,0.1015,0.102
2012/09/26,0.102,0.102,0.102
2012/09/27,0.105,0.1045,0.105
2012/09/28,0.106,0.1055,0.106
2012/10/01,0.102,0.1015,0.102
2012/10/02,0.102,0.102,0.102
2012/10/03,0.104,0.1035,0.104
2012/10/04,0.104,0.104,0.104
2012/10/10,0.102,0.102,0.102
2012/10/11,0.105,0.1045,0.105
2012/10/12,0.106,0.1055,0.106
2012/10/16,0.103,0.1025,0.103
2012/10/17,0.103,0.103,0.103
2012/10/18,0.105,0.105,0.105
2012/10/22,0.102,0.1015,0.102
2012/10/23,0.102,0.1015,0.102
2012/10/24,0.103,0.103,0.103
2012/10/25,0.106,0.1055,0.106
2012/10/26,0.104,0.1035,0.104
2012/10/31,0.103,0.103,0.103
2012/11/01,0.106,0.1055,0.106
2012/11/06,0.102,0.1015,0.102
2012/11/07,0.103,0.1025,0.103
2012/11/08,0.105,0.1045,0.105
2012/11/13,0.102,0.1015,0.102
2012/11/14,0.103,0.103,0.103
2012/11/15,0.106,0.1055,0.106
2012/11/19,0.102,0.1015,0.102
2012/11/20,0.102,0.1015,0.102
2012/11/21,0.106,0.1055,0.106
2012/11/22,0.107,0.1065,0.107
2012/11/26,0.101,0.1005,0.101
2012/11/27,0.102,0.102,0.102
2012/11/28,0.104,0.1035,0.104
2012/11/29,0.106,0.1055,0.106
2012/12/03,0.101,0.1005,0.101
2012/12/05,0.104,0.1035,0.104
2012/12/06,0.106,0.1055,0.106
2012/12/07,0.104,0.1035,0.104
2012/12/11,0.102,0.102,0.103
2012/12/12,0.103,0.103,0.104
2012/12/13,0.106,0.1055,0.106
2012/12/14,0.104,0.1035,0.104
2012/12/18,0.099,0.099,0.1
2012/12/19,0.103,0.103,0.104
2012/12/20,0.106,0.106,0.107
2012/12/21,0.105,0.1045,0.106
2012/12/25,0.103,0.1025,0.104
2012/12/26,0.103,0.103,0.104
2012/12/27,0.106,0.106,0.107
2012/12/28,0.109,0.109,0.11
2013/01/04,0.104,0.104,0.105
2013/01/07,0.105,0.105,0.106
2013/01/08,0.102,0.102,0.103
2013/01/09,0.103,0.103,0.104
2013/01/10,0.105,0.105,0.106
2013/01/15,0.096,0.096,0.107
2013/01/16,0.098,0.0975,0.109
2013/01/17,0.098,0.0975,0.107
2013/01/18,0.096,0.0955,0.106
2013/01/21,0.095,0.095,0.106
2013/01/22,0.097,0.097,0.108
2013/01/23,0.098,0.098,0.106
2013/01/24,0.098,0.098,0.106
2013/01/25,0.099,0.0985,0.107
2013/01/29,0.099,0.0985,0.1
2013/01/30,0.097,0.097,0.105
2013/01/31,0.098,0.098,0.108
2013/02/04,0.098,0.098,0.109
2013/02/05,0.099,0.0985,0.109
2013/02/06,0.091,0.091,0.102
2013/02/07,0.083,0.083,0.089
2013/02/12,0.074,0.0735,0.08
2013/02/13,0.076,0.076,0.087
2013/02/15,0.082,0.0815,0.093
2013/02/18,0.082,0.0815,0.093
2013/02/19,0.082,0.082,0.094
2013/02/20,0.083,0.083,0.092
2013/02/21,0.082,0.0815,0.091
2013/02/27,0.072,0.072,0.084
2013/02/28,0.067,0.067,0.074
2013/03/04,0.051,0.051,0.064
2013/03/05,0.049,0.049,0.06
2013/03/06,0.057,0.057,0.068
2013/03/07,0.051,0.0505,0.059
2013/03/08,0.049,0.049,0.062
2013/03/11,0.049,0.0485,0.062
2013/03/12,0.048,0.048,0.062
2013/03/13,0.048,0.048,0.055
2013/03/14,0.046,0.0455,0.053
2013/03/15,0.048,0.0475,0.056
2013/03/18,0.038,0.038,0.046
2013/03/19,0.045,0.0445,0.056
2013/03/21,0.046,0.046,0.058
2013/03/22,0.046,0.0455,0.054
2013/03/25,0.04,0.04,0.049
2013/03/26,0.043,0.043,0.052
2013/03/27,0.042,0.0415,0.05
2013/03/28,0.042,0.042,0.053
2013/03/29,0.043,0.0425,0.053
2013/04/01,0.041,0.0405,0.049
2013/04/02,0.041,0.041,0.05
2013/04/03,0.043,0.0425,0.05
2013/04/04,0.046,0.046,0.054
2013/04/05,0.049,0.049,0.059
2013/04/08,0.069,0.0685,0.083
2013/04/09,0.077,0.077,0.091
2013/04/10,0.082,0.0815,0.091
2013/04/11,0.088,0.088,0.098
2013/04/12,0.085,0.085,0.095
2013/04/15,0.092,0.0915,0.102
2013/04/16,0.079,0.079,0.091
2013/04/17,0.084,0.084,0.093
2013/04/18,0.089,0.089,0.096
2013/04/19,0.088,0.0875,0.095
2013/04/22,0.077,0.077,0.09
2013/04/23,0.077,0.0765,0.089
2013/04/24,0.08,0.0795,0.089
2013/04/25,0.084,0.084,0.092
2013/04/26,0.085,0.0845,0.092
2013/04/30,0.091,0.091,0.101
2013/05/01,0.092,0.0915,0.103
2013/05/02,0.094,0.0935,0.101
2013/05/03,0.092,0.0917,0.0939
2013/05/07,0.092,0.0916,0.1038
2013/05/08,0.092,0.0916,0.104
2013/05/09,0.093,0.0932,0.1009
2013/05/10,0.09,0.09,0.0978
2013/05/13,0.096,0.0958,0.1082
2013/05/14,0.094,0.0939,0.1068
2013/05/15,0.097,0.097,0.1047
2013/05/16,0.097,0.097,0.104
2013/05/17,0.097,0.0968,0.1043
2013/05/20,0.08,0.0799,0.0919
2013/05/21,0.078,0.0785,0.0905
2013/05/22,0.097,0.0968,0.1051
2013/05/23,0.097,0.0966,0.1068
2013/05/27,0.075,0.0752,0.0881
2013/05/28,0.074,0.0735,0.0861
2013/05/29,0.074,0.0744,0.0838
2013/05/30,0.075,0.0753,0.085
2013/06/03,0.07,0.0698,0.0822
2013/06/04,0.071,0.071,0.0835
2013/06/05,0.087,0.0872,0.0983
2013/06/06,0.083,0.0831,0.0944
2013/06/07,0.083,0.0829,0.0931
2013/06/10,0.083,0.0833,0.0936
2013/06/11,0.083,0.083,0.0922
2013/06/12,0.082,0.0823,0.0932
2013/06/13,0.083,0.0831,0.0943
2013/06/14,0.084,0.0845,0.0952
2013/06/17,0.087,0.0872,0.0982
2013/06/18,0.086,0.086,0.0963
2013/06/19,0.088,0.0878,0.0956
2013/06/20,0.087,0.087,0.0963
2013/06/21,0.087,0.0872,0.0957
2013/06/24,0.078,0.0779,0.0879
2013/06/25,0.092,0.0916,0.1024
2013/06/26,0.092,0.0916,0.1033
2013/06/27,0.098,0.0981,0.1059
2013/06/28,0.097,0.0967,0.1048
2013/07/01,0.097,0.0974,0.1097
2013/07/02,0.095,0.0953,0.1067
2013/07/03,0.098,0.0975,0.1065
2013/07/04,0.096,0.0963,0.1047
2013/07/05,0.096,0.096,0.1044
2013/07/08,0.098,0.0984,0.1109
2013/07/09,0.095,0.0951,0.1053
2013/07/10,0.097,0.0972,0.1074
2013/07/11,0.095,0.0952,0.1118
2013/07/12,0.097,0.0973,0.0982
2013/07/16,0.096,0.0959,0.0968
2013/07/17,0.096,0.0962,0.1062
2013/07/18,0.097,0.0966,0.1062
2013/07/19,0.097,0.0974,0.1053
2013/07/22,0.077,0.0766,0.0907
2013/07/23,0.084,0.0841,0.095
2013/07/24,0.088,0.0882,0.0954
2013/07/25,0.082,0.0817,0.0938
2013/07/26,0.089,0.0886,0.096
2013/07/29,0.085,0.0851,0.0985
2013/07/30,0.084,0.0838,0.0973
2013/07/31,0.085,0.0849,0.0957
2013/08/01,0.089,0.0888,0.0973
2013/08/02,0.088,0.088,0.0971
2013/08/05,0.078,0.0782,0.0897
2013/08/06,0.08,0.0804,0.0921
2013/08/07,0.084,0.0838,0.0926
2013/08/09,0.077,0.0769,0.0884
2013/08/12,0.076,0.0758,0.0884
2013/08/13,0.075,0.0753,0.0871
2013/08/14,0.08,0.0801,0.089
2013/08/15,0.075,0.075,0.0874
2013/08/19,0.076,0.0758,0.0884
2013/08/20,0.075,0.0753,0.0871
2013/08/21,0.076,0.0759,0.0878
2013/08/22,0.083,0.083,0.0913
2013/08/26,0.076,0.0758,0.0884
2013/08/27,0.075,0.0753,0.0871
2013/08/28,0.081,0.0812,0.0901
2013/08/29,0.08,0.0803,0.0895
2013/08/30,0.081,0.0813,0.0906
2013/09/03,0.075,0.0753,0.0871
2013/09/04,0.08,0.0801,0.089
2013/09/06,0.077,0.0769,0.0884
2013/09/09,0.077,0.0768,0.0901
2013/09/10,0.076,0.0763,0.0889
2013/09/11,0.083,0.0829,0.0908
2013/09/12,0.078,0.0784,0.0885
2013/09/17,0.064,0.064,0.0758
2013/09/18,0.061,0.0607,0.0726
2013/09/19,0.06,0.0604,0.0719
2013/09/24,0.042,0.042,0.0547
2013/09/25,0.039,0.0391,0.0516
2013/09/26,0.044,0.0438,0.053
2013/09/30,0.028,0.0281,0.0403
2013/10/01,0.034,0.0338,0.0468
2013/10/02,0.035,0.0354,0.0449
2013/10/03,0.038,0.0376,0.0485
2013/10/07,0.046,0.0463,0.0587
2013/10/08,0.048,0.0483,0.0609
2013/10/09,0.045,0.0451,0.0569
2013/10/10,0.052,0.0518,0.0641
2013/10/15,0.051,0.0514,0.0632
2013/10/16,0.054,0.054,0.0668
2013/10/17,0.058,0.0582,0.0665
2013/10/22,0.059,0.0586,0.0704
2013/10/23,0.062,0.0623,0.0712
2013/10/24,0.061,0.0608,0.0722
2013/10/28,0.064,0.0636,0.0753
2013/10/29,0.066,0.066,0.0786
2013/10/30,0.07,0.0696,0.0775
2013/11/01,0.059,0.059,0.0707
2013/11/04,0.055,0.055,0.0593
2013/11/05,0.055,0.0553,0.0577
2013/11/06,0.059,0.0589,0.0716
2013/11/07,0.051,0.0507,0.0638
2013/11/11,0.047,0.0465,0.0591
2013/11/12,0.046,0.0459,0.0577
2013/11/13,0.046,0.0456,0.0575
2013/11/14,0.05,0.0497,0.0582
2013/11/19,0.052,0.0521,0.0647
2013/11/20,0.051,0.0512,0.0609
2013/11/21,0.057,0.0571,0.0728
2013/11/22,0.042,0.0422,0.0537
2013/11/25,0.04,0.0402,0.0519
2013/11/26,0.039,0.0386,0.0505
2013/11/27,0.049,0.0495,0.0614
2013/11/28,0.049,0.0488,0.058
2013/11/29,0.045,0.0446,0.0626
2013/12/02,0.052,0.0521,0.0638
