MONTH,top_25p,top_100p
2014-01,0.015637128535678654,-0.012956289723235263
2014-02,-0.00946209878557617,-0.012027712493991632
2014-03,0.032044627153574944,0.028539156862658836
2014-04,-0.017108347403434903,-0.007001548898390641
2014-05,0.017081719443291985,0.029559404381715393
2014-06,0.04961661738332705,0.04717781574266621
2014-07,0.05214386856296486,0.025348991784493707
2014-08,0.002184442145589784,-0.0009530531756735438
2014-09,0.011167016335864519,0.01812063957741399
2014-10,0.011763033938455732,0.02823543408449642
2014-11,0.02575830550573481,0.03227591542026849
2014-12,0.03214223277323144,0.026304027667581283
2015-01,0.024390255284360896,0.0331113415402418
2015-02,0.05405235969121452,0.054960505258991044
2015-03,0.05207167523913215,0.0461606062468579
2015-04,0.02310378407774198,0.015260714126982959
2015-05,0.018907600381681152,0.03475995558111324
2015-06,0.043306699103433544,0.03196319683398575
2015-07,0.06094850998914697,0.05293282977977877
2015-08,-0.03634549357730579,-0.05066749392245689
2015-09,-0.013828309427818918,-0.024112450147378547
2015-10,0.02334265280542848,0.034494643997451654
2015-11,0.04582265663171199,0.05170808812673143
2015-12,0.008156698599948525,-0.013713264177570074
2016-01,-0.035130168660662986,-0.03484141798550108
2016-02,-0.04379445410310219,-0.05290555039611955
2016-03,0.05983499100941839,0.06813409968379713
2016-04,-0.006729869400048611,-0.013874849187754733
2016-05,0.045317357496207716,0.03208722557821174
2016-06,-0.0023020462829807407,-0.038602138608429176
2016-07,0.015912058993002524,0.014608335512559068
2016-08,-0.02925505565463591,-0.042545491128730184
2016-09,0.03856937483737236,0.044467611667808195
2016-10,0.042244701054455935,0.038129503473138794
2016-11,0.009768706762036113,0.020329326808379476
2016-12,0.0219197341247594,0.029592291672281598
2017-01,0.02152453422595124,0.009338774744534088
2017-02,0.030783289288022157,0.021311559540917364
2017-03,0.0448069665874552,0.007327399251836625
2017-04,0.00799921549582558,0.01963366097800259
2017-05,0.08296960025112879,0.05047219579811128
2017-06,0.028242090865986877,0.0211377568417594
2017-07,0.011110091228208897,0.004535002127949276
2017-08,0.04550706210574266,0.024470971840686806
2017-09,0.022989613225294622,0.02053147498069964
2017-10,0.05686552894338127,0.04170981666079232
2017-11,0.05321790491483487,0.03512486140568992
2017-12,0.0008512218389654419,0.01708656181054813
2018-01,0.0170556397391395,0.009179436151047674
2018-02,0.015516113003061995,-0.005874463271069372
2018-03,0.015242143927698057,0.015372578269423225
2018-04,0.0038903650422436216,0.025438505855517025
2018-05,0.019046886694982456,0.0036462543514401043
2018-06,0.03461322251903836,0.00727925521695171
2018-07,-0.004150319416636758,-0.019716340601933675
2018-08,0.001668033652212808,-0.010336768501661119
2018-09,0.05613255581656199,0.05409871174357679
2018-10,-0.0901630136577288,-0.02616839791896566
2018-11,0.06832047838424793,0.04657108546828663
2018-12,-0.10342913240714693,-0.10649453303322787
2019-01,0.04899581515011752,0.030388342520297408
2019-02,0.054708968860131046,0.03502606649467868
2019-03,0.03127672190744626,0.016183538750276116
2019-04,0.002583918305427381,-0.006339408473283503
2019-05,-0.02541714878330156,-0.028796315461507987
2019-06,0.003439076658512924,-0.0023958187630819293
2019-07,0.04378367378760935,0.02687131545799528
2019-08,0.004923410441256666,-0.010745517580978194
2019-09,0.0356403596220629,0.03709692101678637
2019-10,0.0186534588582677,0.01851183572165469
2019-11,0.04032272326704504,0.03801594932917274
2019-12,0.022852139147799645,0.016266466787131402
2020-01,-0.0052484594738298395,-0.03885318709985837
2020-02,-0.10544453042370311,-0.12064097212180445
2020-03,-0.002742725104626021,-0.03384027918312636
2020-04,0.1620679222500356,0.08558412702797229
2020-05,0.15367561220768503,0.11446738343862925
2020-06,0.04747463546241223,0.007148548606652201
2020-07,0.020751502820751732,-0.03751070079401826
2020-08,0.15418924972723658,0.13679569461970642
2020-09,0.07457853838836857,0.03898349358577237
2020-10,-0.005011090550537397,-0.0327846107944985
2020-11,0.03863176464637383,0.02886521899762265
2020-12,-0.011403343770154733,0.007711462229978135
2021-01,0.007801319972658019,0.007421695280972765
2021-02,0.03928601826578042,0.049025043346293234
2021-03,0.05050132273211257,0.045432799038994276
2021-04,-0.02312304432457716,-0.024764981771036573
2021-05,0.04928627975319282,0.0035488035446709274
2021-06,0.0432402629273415,0.028599155387411423
2021-07,-0.04805382034797087,-0.03446403392309539
2021-08,0.051598767716360225,0.016594362690790537
2021-09,0.02956582382239648,0.04908622990920031
2021-10,-0.030289613182161987,-0.033072185495698826
2021-11,-0.03799120521016046,-0.05754515001090893
2021-12,-0.005085778836031783,-0.002193084478037496
2022-01,-0.07378898380365252,-0.06359064398375765
2022-02,0.03712718376279707,0.028552960930756648
2022-03,0.02846632680076228,0.01663967706799302
2022-04,-0.004123741899465772,-0.021676174876743892
2022-05,0.013409052238289202,0.0024397048594913748
2022-06,0.000342057319119537,0.012386396977671578
2022-07,0.03296740041183312,0.03661121493521945
2022-08,0.053453134214289266,0.017255971941843494
2022-09,0.0014359957999610698,-0.009758946502238922
2022-10,0.053339357186145714,0.029040914945221055
2022-11,0.035933204960653074,0.024471915875468223
2022-12,-0.030114119605780077,-0.017422445055269596
2023-01,0.03527767891560106,0.017981745729668694
2023-02,-0.004956844496649304,0.0019168908244429346
2023-03,0.030181325347216167,0.018489228200971226
2023-04,0.04379924491361445,0.04293427217261046
2023-05,-0.0013167212894165288,-0.005136857587095274
2023-06,0.050440397606238176,0.0449889410288973
2023-07,0.010434081222331904,0.012819225600005743
2023-08,0.025065368554633545,0.015231471942872082
2023-09,-0.028008333476590562,-0.02241935350946339
