MONTH,top_25p,top_100p
2023-10,-0.02753118090137052,-0.029597746173666523
2023-11,0.03351459048289759,0.029428897801633665
2023-12,0.019646476181270026,0.007898975196469551
2024-01,0.03481450640386548,0.029353963784520674
2024-02,0.01477517744464494,0.007099593342803077
2024-03,0.041060823058084325,0.029358327821730337
2024-04,-0.03912825575285303,-0.02888686456566692
2024-05,-0.006921570032514186,-0.002868347725699672
2024-06,0.04174535981169242,0.022444405760626136
2024-07,0.0182538765305805,0.01723960243736959
2024-08,0.01973968776897829,0.0025198530788501433
2024-09,0.022598651280681684,0.006100707878223629
2024-10,-0.019947017114282123,-0.011921713537301697
2024-11,0.011637357950254768,0.012560864214735755
2024-12,0.01052248596292301,0.012288018248002465
2025-01,0.012227744292317655,0.0154076967862166
2025-02,-0.018519405726650798,-0.02003789191906668
