MONTH,top_25p_compare_past_1_months,top_100p_compare_past_1_months,top_25p_compare_past_2_months,top_100p_compare_past_2_months,top_25p_compare_past_3_months,top_100p_compare_past_3_months,top_25p_compare_past_4_months,top_100p_compare_past_4_months,top_25p_compare_past_5_months,top_100p_compare_past_5_months,top_25p_compare_past_6_months,top_100p_compare_past_6_months,top_25p_compare_past_7_months,top_100p_compare_past_7_months,top_25p_compare_past_8_months,top_100p_compare_past_8_months,top_25p_compare_past_9_months,top_100p_compare_past_9_months,top_25p_compare_past_10_months,top_100p_compare_past_10_months,top_25p_compare_past_11_months,top_100p_compare_past_11_months,top_25p_compare_past_12_months,top_100p_compare_past_12_months
2019-07,0.029628540511417972,0.029628540511417972,0.04921712548729248,0.029628540511417972,0.031220692452652608,0.029628540511417972,0.036063397350641416,0.029628540511417972,0.03845512359737524,0.029628540511417972,0.037696544097443975,0.029628540511417972,0.04771511685737189,0.029628540511417972,0.04753900746906542,0.029628540511417972,0.04733896477597745,0.029628540511417972,0.044882083752940144,0.029628540511417972,0.04177239721544578,0.029628540511417972,0.04251999471479159,0.029628540511417972
2019-08,-0.00858030382837171,-0.00858030382837171,-0.011312556706716048,-0.00858030382837171,-0.003041198561806683,-0.00858030382837171,6.078060317928763e-05,-0.00858030382837171,0.0006832363676996835,-0.00858030382837171,-0.002980660200857209,-0.00858030382837171,-0.005780764408040182,-0.00858030382837171,-0.008963521522308178,-0.00858030382837171,-0.005310834535382437,-0.00858030382837171,-0.0036540005429599592,-0.00858030382837171,0.00010599070900284974,-0.00858030382837171,0.0012141778123077838,-0.00858030382837171
2019-09,0.03878190119361994,0.03878190119361994,0.027372526008583455,0.03878190119361994,0.031236143096978763,0.03878190119361994,0.034818039464858314,0.03878190119361994,0.03516332581132292,0.03878190119361994,0.034358228794510254,0.03878190119361994,0.035736086337547594,0.03878190119361994,0.03414508136760554,0.03878190119361994,0.034860600454663486,0.03878190119361994,0.03466296558527515,0.03878190119361994,0.03872283532965061,0.03878190119361994,0.03872283532965061,0.03878190119361994
2019-10,0.01787215574019916,0.01787215574019916,0.02395889024126008,0.01787215574019916,0.01869458938080428,0.01787215574019916,0.023807936411556284,0.01787215574019916,0.029384294829625478,0.01787215574019916,0.01990279529530419,0.01787215574019916,0.021101856232365566,0.01787215574019916,0.019566743426308007,0.01787215574019916,0.02400430521748352,0.01787215574019916,0.02405141665493855,0.01787215574019916,0.01773328242332276,0.01787215574019916,0.01495384686313191,0.01787215574019916
2019-11,0.03168908111497485,0.03168908111497485,0.022209672726888972,0.03168908111497485,0.014304762351032504,0.03168908111497485,0.021108418106935572,0.03168908111497485,0.01683703562962544,0.03168908111497485,0.018242656397396726,0.03168908111497485,0.0165308504788888,0.03168908111497485,0.01841513344484482,0.03168908111497485,0.01920144074994897,0.03168908111497485,0.02188576767580884,0.03168908111497485,0.022331825992882838,0.03168908111497485,0.01750718081955866,0.03168908111497485
2019-12,0.017244938955418697,0.017244938955418697,0.022421261530802185,0.017244938955418697,0.01044983708078616,0.017244938955418697,0.014370718063298602,0.017244938955418697,0.010224378742214912,0.017244938955418697,0.010114999478020716,0.017244938955418697,0.011298015943688573,0.017244938955418697,0.011190172046251305,0.017244938955418697,0.008966659300771881,0.017244938955418697,0.009100315653183668,0.017244938955418697,0.010031369429074885,0.017244938955418697,0.011326920089902303,0.017244938955418697
2020-01,-0.03991944854055387,-0.03991944854055387,-0.02168686463922353,-0.03991944854055387,-0.019758563658971082,-0.03991944854055387,-0.015083325968924288,-0.03991944854055387,-0.002581783430724705,-0.03991944854055387,3.633247237394034e-05,-0.03991944854055387,-0.000693824134624297,-0.03991944854055387,-0.0008152224732338696,-0.03991944854055387,0.0015547617222373966,-0.03991944854055387,-0.007221690236585269,-0.03991944854055387,-0.00594186589398628,-0.03991944854055387,-0.00594186589398628,-0.03991944854055387
2020-02,-0.12665388817828158,-0.12665388817828158,-0.10646957432399781,-0.12665388817828158,-0.11119591570826964,-0.12665388817828158,-0.10663254632171709,-0.12665388817828158,-0.11655344267315866,-0.12665388817828158,-0.12030408428510166,-0.12665388817828158,-0.1165408227192392,-0.12665388817828158,-0.11829530691726259,-0.12665388817828158,-0.11464727041638573,-0.12665388817828158,-0.11448688434841012,-0.12665388817828158,-0.11945931914575106,-0.12665388817828158,-0.11526927829277048,-0.12665388817828158
2020-03,-0.03192338324183394,-0.03192338324183394,-0.0032292857908285534,-0.03192338324183394,-0.002962438026710406,-0.03192338324183394,-0.0021871762026930888,-0.03192338324183394,-0.0065455117594223275,-0.03192338324183394,-0.0063487276147496784,-0.03192338324183394,0.005424633301939666,-0.03192338324183394,0.008779424288292103,-0.03192338324183394,0.006800522049057034,-0.03192338324183394,0.003410089713764712,-0.03192338324183394,0.003234712939058632,-0.03192338324183394,0.00021019832873087757,-0.03192338324183394
2020-04,0.08063750029395121,0.08063750029395121,0.12808168332448394,0.08063750029395121,0.13053632999551065,0.08063750029395121,0.1484782048246407,0.08063750029395121,0.14811967175578167,0.08063750029395121,0.12450864404884765,0.08063750029395121,0.128333141455633,0.08063750029395121,0.14099056079953826,0.08063750029395121,0.16060442128581054,0.08063750029395121,0.16217129362490995,0.08063750029395121,0.15902755183661715,0.08063750029395121,0.13417588848601616,0.08063750029395121
2020-05,0.11527534842926154,0.11527534842926154,0.14235693725125012,0.11527534842926154,0.1589138722610359,0.11527534842926154,0.1523922415520052,0.11527534842926154,0.14442695502453193,0.11527534842926154,0.14339525013320753,0.11527534842926154,0.13695636625524638,0.11527534842926154,0.13089022137616874,0.11527534842926154,0.13194697250979237,0.11527534842926154,0.13194697250979237,0.11527534842926154,0.13194697250979237,0.11527534842926154,0.13725545072183004,0.11527534842926154
2020-06,0.005612846077243939,0.005612846077243939,-0.004017568733985893,0.005612846077243939,-0.009666864879431386,0.005612846077243939,0.015253033284090979,0.005612846077243939,0.03922905474399966,0.005612846077243939,0.03997065659604325,0.005612846077243939,0.043196428232365705,0.005612846077243939,0.05446732623050161,0.005612846077243939,0.05293199789452359,0.005612846077243939,0.04999449827255113,0.005612846077243939,0.050117762968795845,0.005612846077243939,0.050117762968795845,0.005612846077243939
2020-07,-0.04004727627253278,-0.04004727627253278,-0.042207439314122956,-0.04004727627253278,-0.09844634510307451,-0.04004727627253278,-0.10424334346854786,-0.04004727627253278,-0.09693472711689352,-0.04004727627253278,-0.03912613792526773,-0.04004727627253278,-0.019260995580775226,-0.04004727627253278,-0.003944055642311487,-0.04004727627253278,0.006374005661090247,-0.04004727627253278,0.0074990027089552845,-0.04004727627253278,0.0068218965845985025,-0.04004727627253278,0.006163106399726816,-0.04004727627253278
2020-08,0.13136261696996326,0.13136261696996326,0.13236035045762468,0.13136261696996326,0.13971197137752683,0.13136261696996326,0.14789134753524968,0.13136261696996326,0.15847671474721287,0.13136261696996326,0.17332206399518119,0.13136261696996326,0.16189527807041104,0.13136261696996326,0.15319939613096326,0.13136261696996326,0.15919636893652983,0.13136261696996326,0.15393177542689634,0.13136261696996326,0.14419164002990997,0.13136261696996326,0.13880121997312533,0.13136261696996326
2020-09,0.03644162658498349,0.03644162658498349,0.03948108433446332,0.03644162658498349,0.0418617311822668,0.03644162658498349,0.0378693541133011,0.03644162658498349,0.04045619318171861,0.03644162658498349,0.04297711188315965,0.03644162658498349,0.04726576203247874,0.03644162658498349,0.05169957251593015,0.03644162658498349,0.0587387757912453,0.03644162658498349,0.06027746721627999,0.03644162658498349,0.0669692120191123,0.03644162658498349,0.06537316919517305,0.03644162658498349
2020-10,-0.03322280283513801,-0.03322280283513801,-0.029560789702691832,-0.03322280283513801,-0.04731884250968275,-0.03322280283513801,-0.052863595001985675,-0.03322280283513801,-0.0537656148137354,-0.03322280283513801,-0.05901044011157493,-0.03322280283513801,-0.054857821130901444,-0.03322280283513801,-0.05296279727841863,-0.03322280283513801,-0.04470754778710603,-0.03322280283513801,-0.03983769071573298,-0.03322280283513801,-0.03955995562993762,-0.03322280283513801,-0.03847121388042601,-0.03322280283513801
2020-11,0.02852383031580837,0.02852383031580837,0.015475758942837484,0.02852383031580837,0.019248489842595265,0.02852383031580837,0.033444205745675484,0.02852383031580837,0.06453952432957114,0.02852383031580837,0.06728475602159002,0.02852383031580837,0.0705896668052962,0.02852383031580837,0.07314177642196493,0.02852383031580837,0.06559975700953755,0.02852383031580837,0.06382598005896395,0.02852383031580837,0.062136724547916265,0.02852383031580837,0.05756101476402306,0.02852383031580837
